variant,steps,true_rate,emission_sigma_ft,emission,position_kernel_kind,predictive_rmse_ft,filtered_rmse_ft,smoothed_rmse_ft,predictive_end_error_ft,filtered_end_error_ft,smoothed_end_error_ft,filtered_position_std_mean_ft,filtered_position_std_end_ft,smoothed_position_std_mean_ft,smoothed_position_std_end_ft,filtered_rate_edge_mass_mean,filtered_rate_edge_mass_max,smoothed_rate_edge_mass_mean,smoothed_rate_edge_mass_max,maximum_position_edge_mass,rate_transition_min_row_sum,rate_transition_max_row_sum
rate_boundary_row_normalized,512,0.1,2.0,gaussian_2ft,gaussian,0.9193042063126935,0.860956471781133,0.10398685372375581,-0.9372896911800837,-0.8773868201023873,-0.877386819571278,0.5111208839873088,0.5179834292692149,0.40255245979067295,0.5179834297586546,0.1711876305659205,0.8936086698853759,0.422632002156809,0.9252847448397231,0.0,1.0,1.0
momentum_one,512,0.1,2.0,gaussian_2ft,gaussian,0.9383539010156977,0.8791371861521865,0.10815001317647244,-0.9575670961494893,-0.8967395224450172,-0.8967395225164552,0.5094723310475844,0.5162284084366451,0.4029424984767862,0.516228408565257,0.15878839169019282,0.913036503495392,0.196342132932652,0.8838796077009208,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,0.1,2.0,gaussian_2ft,gaussian,0.23119301121859814,0.20498989343215318,0.02227939601902577,-0.26303776902809517,-0.23312680059649438,-0.2331268028200384,0.6677439081082057,0.6742240019629279,0.4821266367558753,0.6742240019868718,0.06969463310073712,0.8936171258125009,0.12652865518766024,0.902617033565457,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,0.1,2.0,gaussian_2ft,gaussian,0.19891174565613343,0.1765439603381815,0.019571274072785097,-0.22190754564597626,-0.19687511380438139,-0.19687511477270903,0.6654610463841937,0.6713573827809646,0.4821023349376021,0.6713573831328505,0.07735250595308327,0.9130435655651453,0.041461521121768305,0.849334465917464,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,0.1,2.0,gaussian_2ft,gaussian,0.8623996920962131,0.807705263833736,0.09810355073693992,-0.8769179823069067,-0.8209130624912859,-0.8209130583843773,0.5112670773871387,0.5179645144516138,0.40229096246296275,0.5179645137624225,0.3147822421907118,0.913036503495392,0.515569527046018,0.9332866782354572,0.0,1.0,1.0
all_three_transition_corrections,512,0.1,2.0,gaussian_2ft,gaussian,0.13166895688689595,0.11688655306676414,0.012524763152846188,-0.14609995743263937,-0.12964258465895284,-0.12964258452741007,0.6644785194697075,0.6701014387245515,0.48202192016839684,0.6701014373214951,0.19538631527415481,0.9130435655651453,0.24857755270557963,0.9166182038427794,0.0,1.0,1.0
exact_mean_transport,512,0.1,2.0,gaussian_2ft,exact_mean,0.34166513170831914,0.317482337386367,0.03972894907956294,-0.36973279940688997,-0.34337450359311816,-0.3433745040304075,0.5536097606509793,0.5605916707917246,0.4031646178083461,0.5605916696524057,0.046176974672464954,0.8936081215087928,0.05383069279837117,0.8558980117947977,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,0.1,2.0,gaussian_2ft,exact_mean,0.29010422898230576,0.2696096771290255,0.033354753244065054,-0.3151628485661462,-0.2927026272032762,-0.2927026296579669,0.5564523096342511,0.5637935211609952,0.4030665435122909,0.5637935218385265,0.08637007116102116,0.8936081215087928,0.17567645957483996,0.9054735552468907,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,0.1,2.0,gaussian_2ft,exact_mean,0.268278513916343,0.2496757648049271,0.032298526695161166,-0.288698230195493,-0.2685111145003418,-0.2685111137291969,0.5531203956314485,0.5598785748290627,0.40311564195805627,0.559878572548335,0.09144325922034884,0.9130360455112172,0.05852243371765584,0.8537823812956093,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,0.1,2.0,gaussian_2ft,exact_mean,0.18242902293772142,0.17027945924559826,0.021264729080862955,-0.19551806906169134,-0.182341723219281,-0.18234172351336042,0.5543909898281969,0.5611390209477196,0.40277555213309874,0.561139021808365,0.21646994795562796,0.9130360455112172,0.2922179130926506,0.9182023508073932,0.0,1.0,1.0
current,512,-0.05,2.0,gaussian_2ft,gaussian,0.47399132355467793,0.45070872821501157,0.05752433779089348,0.39642171100916457,0.37595364164807066,0.37595364129791875,0.4713742875356782,0.48653237734697896,0.35716951883187964,0.48653237766558466,0.016832069431222913,0.02302924361595936,0.031325368577374994,0.044005391652837324,0.0,0.9400000000000002,1.0
position_sigma_phase_minimax,512,-0.05,2.0,gaussian_2ft,gaussian,0.09052449056372372,0.0802012029819014,0.008841305425888369,0.1053413632170006,0.09328767637018132,0.09328767487897949,0.6715269803533268,0.6783899055478415,0.4813997399164761,0.6783899061276798,0.0003935689258949244,0.0004952956013325392,0.00010247480857994541,0.0004851097139906549,0.0,0.9400000000000002,1.0
rate_boundary_row_normalized,512,-0.05,2.0,gaussian_2ft,gaussian,0.43965941714696155,0.4181429518130333,0.0529422919148841,0.33597702687850983,0.31857347078177156,0.318573469890854,0.47680179687891655,0.493185170824469,0.3572897785952119,0.49318517181510946,0.041142533028611164,0.05802898611139131,0.12434783218680917,0.17513069010458826,0.0,1.0,1.0
momentum_one,512,-0.05,2.0,gaussian_2ft,gaussian,0.4009455098884808,0.38146751850144894,0.05052203833734685,0.31619559195008407,0.30008677543494855,0.30008677542053164,0.4759563098390859,0.4898327361575454,0.357177463615891,0.4898327367370821,0.04923928228635354,0.06461340861916738,0.0362908861551693,0.06461340895540507,0.0,0.9200000000000002,1.0
position_sigma_plus_boundary_normalized,512,-0.05,2.0,gaussian_2ft,gaussian,0.08970192833484733,0.07947701333846205,0.008736244434800974,0.10411928675486593,0.09221027627512512,0.0922102744122526,0.6716760849755592,0.6786103196786205,0.48140319233182965,0.6786103205796747,0.000691859614117668,0.0008924599073571387,0.00033161974421147,0.0008827967439985794,0.0,1.0,1.0
position_sigma_plus_momentum_one,512,-0.05,2.0,gaussian_2ft,gaussian,0.007906705315700318,0.007004686671449761,0.000840400134133886,0.009586714275876318,0.008468693042885889,0.008468692284640866,0.6739762701180613,0.6814317351816122,0.48143241183391494,0.6814317358387761,0.003596148262003319,0.004663813690691745,0.00036940266278849527,0.0046638137136534655,0.0,0.9200000000000002,1.0
boundary_normalized_plus_momentum_one,512,-0.05,2.0,gaussian_2ft,gaussian,0.3425100013584724,0.3263423763603872,0.04479368225960908,0.21157919275666615,0.201326327461814,0.20132632860045163,0.48168805450660296,0.4955484962050727,0.35702235820596384,0.4955484968232346,0.1412731615338766,0.18944421453194757,0.22410648750728002,0.2903337509674647,0.0,1.0,1.0
all_three_transition_corrections,512,-0.05,2.0,gaussian_2ft,gaussian,0.0018880387525802597,0.001719763256440675,0.00020358553716399536,-0.001432983158359491,-0.0012217464103194686,-0.0012217450434199861,0.6750849748849486,0.6830970061746773,0.4814552292361013,0.683097005699191,0.00885609830407521,0.01235865344055707,0.002555033653160173,0.012358653277967833,0.0,1.0,1.0
exact_mean_transport,512,-0.05,2.0,gaussian_2ft,exact_mean,0.13548667287204794,0.1299084235925587,0.018110640973173345,0.14121422785330395,0.13526718665371007,0.1352671879740619,0.5181127849121563,0.5292448368877897,0.35767408580595217,0.5292448379197346,0.00020996915875333094,0.00025885531905622654,1.88323108602197e-05,0.0002588553204625428,0.0,0.9400000000000002,1.0
exact_mean_transport_plus_boundary_normalized,512,-0.05,2.0,gaussian_2ft,exact_mean,0.13522788414489592,0.12967516687029754,0.018074067733591666,0.14087803973688295,0.13496344133262994,0.13496344127057114,0.518243642257493,0.5294175227337162,0.3576779625679315,0.5294175225250968,0.00031693435866803033,0.00039496434385008245,4.35971658711253e-05,0.00039496433984482457,0.0,1.0,1.0
exact_mean_transport_plus_momentum_one,512,-0.05,2.0,gaussian_2ft,exact_mean,0.041954542383701145,0.04280161079324928,0.007416250507678719,0.03742994193905247,0.0386534248968502,0.03865342608931499,0.5283371568834673,0.5406663214637436,0.3577947507650582,0.5406663208988486,0.0016983706223902887,0.0021089213708664943,7.296937082200323e-05,0.0021089213590348927,0.0,0.9200000000000002,1.0
exact_mean_all_transition_corrections,512,-0.05,2.0,gaussian_2ft,exact_mean,0.039962106271049784,0.040998639001843674,0.007144885465946144,0.0345739964865146,0.03608864612674623,0.036088645716013446,0.529307994484281,0.5419421666874904,0.35782025814052265,0.5419421662638463,0.003153125511783172,0.00399065455777921,0.00025934179784143036,0.0039906545925203945,0.0,1.0,1.0
