well,last_tvt_grid_ledger,typewell_tvt_min,typewell_tvt_max,grid_min,grid_max,grid_size,grid_span_ft,grid_low_source,grid_high_source,init_rate,rate_span,rate_step,true_rate_abs_p95,true_rate_abs_max,true_rate_outside_fraction,raw_md_step_min,raw_md_step_median,raw_md_step_max,raw_md_step_below_one_fraction,raw_md_step_nonpositive_fraction,rate_lower_edge_lost_mass_mean,rate_lower_edge_lost_mass_max,rate_upper_edge_lost_mass_mean,rate_upper_edge_lost_mass_max
373ef48b,11183.44,10615.95,11366.45,11083.44,11283.640000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.019999999998617568,0.1,0.005,0.05000000000291038,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
374be387,10711.58,9868.45,10845.45,10611.58,10811.780000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.050000000001091394,0.23999999999978172,0.00010035122930255896,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
37d36812,12209.81,11489.95,12366.95,12109.81,12310.010000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.050000000001091394,1.7200000000011642,0.0002289901534234028,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
38991fd4,11221.48,10380.28,11331.96,11121.48,11321.680000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.05999999999949068,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
389ae58f,11707.31,10885.95,11871.45,11607.31,11807.510000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.049999999999272404,8.049999999999272,0.012997060188766826,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
3932faa6,12030.31,11072.45,12202.95,11930.31,12130.510000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.06999999999970896,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
398dce4b,10820.2,9992.47,10963.71,10720.2,10920.400000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.05999999999949068,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
39b51819,10982.86,10254.42,11145.28,10882.86,11083.060000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.050000000001091394,0.47000000000116415,0.0002363507445048452,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3a0af893,12189.64,11703.55,12325.65,12089.64,12289.840000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.06000000000130967,0.5099999999983993,0.00034164673727365904,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
3a223519,12819.1,11865.45,12981.95,12719.1,12919.300000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.06000000000130967,1.0800000000017462,0.0006545930613135501,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
3a7dd95d,11895.75,11439.95,12067.45,11795.75,11995.950000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.019999999998617568,0.1,0.005,0.039999999999054126,0.1000000000003638,0.0006510416666666666,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3a824aa7,12210.62,11658.95,12366.95,12110.62,12310.820000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
3a86fe8d,11450.46,10892.88,11594.55,11350.46,11550.660000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.049999999999272404,0.9899999999997817,0.00019538882375928098,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
3aaa2b30,10886.86,10321.320000000002,11021.27,10786.86,10987.060000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.05999999999949068,1.8500000000003638,0.0006368074718743367,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
3ac16ad0,10961.66,10172.13,11110.62,10861.66,11061.860000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.050000000001091394,0.09000000000014552,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
3b21ea64,12425.91,11692.45,12748.95,12325.91,12526.110000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.050000000001091394,4.06000000000131,0.001220173535791757,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
3bbe1f5d,11194.53,10445.45,11366.45,11094.53,11294.730000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.050000000001091394,0.4899999999997817,0.00014455044810638914,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
3bfee975,12164.26,11684.95,12366.95,12064.26,12264.460000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.059999999997671694,0.1,0.005,0.049999999999272404,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3c3dbcbc,11859.75,11168.9,12051.84,11759.75,11959.950000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.040000000000873115,3.1300000000010186,0.0011836654172420597,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
3d96d897,11202.03,10622.95,11366.45,11102.03,11302.230000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.05999999999949068,0.4500000000007276,0.0007068386640749249,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
3df4b19e,11382.94,10622.4,11537.41,11282.94,11483.140000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000002255547,0.1,0.005,0.049999999999272404,7.019999999996799,0.0010024057738572574,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
3e011332,11428.740000000002,10339.95,11591.95,11328.740000000002,11528.94000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.09000000000196451,0.2900000000008731,0.0426000734484025,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3e678ea7,12528.21,11842.08,12652.570000000002,12428.21,12628.410000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.039999999999054126,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
3ef6372a,11415.56,10535.92,11594.55,11315.56,11515.760000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.049999999999272404,0.06000000000312866,0.0,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
3ef98781,11963.61,11481.45,12181.95,11863.61,12063.810000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.019999999998617568,0.1,0.005,0.040000000000873115,4.110000000002401,0.0007708119218910585,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
3f603129,10974.28,10450.45,11122.45,10874.28,11074.480000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.05999999999949068,0.1,0.005,0.05999999999949068,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
404c4384,10810.45,10070.97,10963.71,10710.45,10910.650000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.05000000000200089,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4121c517,10947.09,10066.45,11122.45,10847.09,11047.290000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.06999999999970896,0.13000000000101863,0.021756647864625302,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
41fb0192,12593.8,12124.45,12748.95,12493.8,12694.000000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.05000000000291038,0.10000000000218279,0.0006727211570803902,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
42669188,11623.16,10794.45,11871.45,11523.16,11723.360000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.05999999999949068,0.1,0.005,0.05999999999949068,1.3100000000013097,0.003269500233535731,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
42c538a1,11283.46,10824.45,11372.45,11183.46,11383.660000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,1.8189894035458565e-12,0.1,0.005,0.040000000000873115,0.06000000000130967,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
43b06c70,11903.54,11108.4,12051.84,11803.54,12003.740000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.1000000000003638,0.12000000000261934,0.07820883202641353,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
43c7f85a,10976.95,10406.63,11110.62,10876.95,11077.150000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.050000000001091394,0.06000000000312866,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
43e16325,10952.1,9937.5,11145.28,10852.1,11052.300000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000000218279,0.1,0.005,0.039999999999054126,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
44441e54,11971.16,11538.45,12156.95,11871.16,12071.360000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.040000000000873115,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
445af6c2,11223.73,10298.45,11366.45,11123.73,11323.930000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000000218279,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4463446c,10510.78,10125.070000000002,10668.02,10410.78,10610.980000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.049999999999272404,0.1,0.005,0.06000000000130967,0.07999999999992724,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
44a94013,10931.54,10411.01,11077.56,10831.54,11031.740000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06999999999788997,0.08000000000356522,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
45fb3e21,11468.84,10503.95,11591.95,11368.84,11569.040000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.040000000000873115,0.05000000000291038,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
460f859e,11214.37,10548.3,11350.94,11114.37,11314.570000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.010000000002037268,0.1,0.005,0.040000000000873115,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
4630ab92,12026.36,11051.95,12156.95,11926.36,12126.560000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.05000000000181899,1.0199999999986176,0.0002964719833975689,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
463c38f2,11182.63,10718.46,11331.96,11082.63,11282.830000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.05999999999949068,0.1,0.005,0.06000000000130967,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4654e7de,11220.92,10608.45,11366.45,11120.92,11321.120000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.06000000000130967,2.110000000000582,0.0003722315280104225,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
466fc788,11993.9,11129.2,12156.95,11893.9,12094.100000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.049999999999272404,0.11000000000058208,0.0012909472325318702,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
46a301e9,10973.64,10245.55,11311.5,10873.64,11073.840000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.049999999999272404,0.06000000000312866,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
46a7190b,12490.41,11961.53,12652.570000000002,12390.41,12590.610000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.030000000000654836,1.500000000001819,0.00023724792408066428,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
46d24a09,12738.91,12149.95,12981.95,12638.91,12839.110000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.09000000000014552,1.2399999999979627,0.017756799280737243,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
46d41ff6,12061.59,11669.95,12279.45,11961.59,12161.790000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.050000000001091394,0.12000000000261934,0.008606505505632198,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
46dfcfca,12482.81,12018.0,12652.570000000002,12382.81,12583.010000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.030000000000654836,0.050000000001091394,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
47222616,12201.84,11763.45,12366.95,12101.84,12302.040000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.019999999998617568,0.1,0.005,0.05999999999949068,0.1000000000003638,0.003404448479346346,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
47ee27ab,11367.15,10499.92,11594.55,11267.15,11467.350000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.050000000001091394,0.10000000000218279,0.000781616382679381,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
481de5fc,12071.51,11266.45,12202.95,11971.51,12171.710000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06999999999970896,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
48c1f673,10854.43,9962.6,10956.570000000002,10754.43,10954.630000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06000000000130967,0.10000000000130968,0.005000000000065484,0.07000000000152795,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.05999999999790449,0.05999999999790449,0.05999999999790449,0.05999999999790449
4936af16,10868.75,10281.83,11021.27,10768.75,10968.950000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.050000000001091394,1.860000000000582,0.0015033826108744675,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
493b5b31,12688.25,11660.88,12976.83,12588.25,12788.450000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.07000000000152795,0.12000000000080036,0.018411475058873902,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
49dbc14c,11199.1,10715.78,11350.94,11099.1,11299.300000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.050000000001091394,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
4a035ec2,12610.1,11782.95,12748.95,12510.1,12710.300000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.05999999999949068,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
4a335117,11189.89,10131.89,11350.94,11089.89,11290.090000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4a8ecc0b,11866.88,11004.4,12051.84,11766.88,11967.080000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.07999999999992724,0.11999999999992725,0.005999999999996362,0.050000000001091394,0.10000000000218279,0.0,1.0,1.0,1.0,0.0,0.0,0.0355555555556229,0.035555555555622904,0.0355555555556229,0.035555555555622904
4b462989,10976.77,10272.91,11145.28,10876.77,11076.970000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.07000000000152795,0.4599999999991269,0.000643915003219575,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
4b831d20,12550.17,11368.45,12748.95,12450.17,12650.370000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.030000000000654836,0.1,0.005,0.06000000000130967,1.1900000000005093,0.0008205689277899343,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4c2208f5,12672.98,11902.45,12987.45,12572.98,12773.180000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.040000000000873115,0.1,0.005,0.06000000000130967,0.15999999999985448,0.009658246656760773,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
4c3168cf,11997.88,11322.95,12181.95,11897.88,12098.080000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.05999999999949068,1.0900000000001455,0.0009229349330872173,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4c3df468,10942.490000000002,10454.13,11110.62,10842.490000000002,11042.69000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.07000000000152795,0.09000000000014552,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4caa7289,11191.1,10679.95,11366.45,11091.1,11291.300000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.06999999999970896,0.12000000000261934,0.004262416604892513,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4cd1ac61,11859.88,10873.9,12051.84,11759.88,11960.080000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999999272404,0.1,0.005,0.07000000000152795,0.09000000000196451,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4cecf7b3,12052.16,11491.7,12156.95,11952.16,12152.360000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.05999999999949068,4.039999999999054,0.0006645622196378136,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4ddde4c1,10958.48,10030.45,11122.45,10858.48,11058.680000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.050000000001091394,1.6499999999996362,0.004025044722719142,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
4e050c92,12048.33,11492.45,12156.95,11948.33,12148.530000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.07000000000152795,1.8099999999994907,0.0018893387314439945,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
4ed93db6,11373.78,10484.44,11537.41,11273.78,11473.980000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4f3eb9e9,11349.63,11128.21,11537.41,11249.63,11449.830000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.029999999998835847,0.1,0.005,0.050000000001091394,0.07000000000152795,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
4f4ac5ce,11197.18,10544.45,11250.45,11097.18,11290.730000000201,554,193.55000000020118,last_tvt_minus_100,typewell_max_plus_40,0.030000000000654836,0.1,0.005,0.050000000001091394,1.179999999998472,0.000581170089112747,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4f4afcc6,11177.65,10605.45,11366.45,11077.65,11277.850000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.030000000000654836,0.1,0.005,0.06000000000312866,0.23999999999978172,0.0001771479185119575,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
4f69febf,10941.33,9816.15,11110.62,10841.33,11041.530000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.049999999999272404,0.8299999999999272,0.0016483516483516484,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
4fbe9c06,11207.94,10460.95,11366.45,11107.94,11308.140000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.050000000001091394,0.07999999999992724,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000026,0.06,0.060000000000000026,0.06
504c8b08,11211.9,10373.83,11350.94,11111.9,11312.100000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.010000000000218279,0.1,0.005,0.059999999997671694,0.0900000000037835,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
511e1db0,11183.18,10476.19,11331.96,11083.18,11283.380000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.05999999999949068,0.1,0.005,0.06999999999970896,1.3700000000008004,0.0023554043444124575,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
512943b2,11360.12,10594.91,11537.41,11260.12,11460.320000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.020000000000436557,0.1,0.005,0.06000000000130967,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.060000000000000005,0.06,0.060000000000000005,0.06
5138a660,12064.4,11622.7,12156.95,11964.4,12164.600000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.039999999999054126,0.1,0.005,0.07000000000152795,0.7000000000007276,0.0002809778027535825,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
516088b7,11463.26,10724.41,11594.55,11363.26,11563.460000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.050000000001091394,0.1,0.005,0.05999999999949068,0.08000000000356522,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
521a7819,11225.79,10323.45,11366.45,11125.79,11325.990000000209,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.06000000000130967,0.10000000000130968,0.005000000000065484,0.06000000000130967,0.08000000000174623,0.0,1.0,1.0,1.0,0.0,0.0,0.059999999997904514,0.05999999999790449,0.059999999997904514,0.05999999999790449
5254b6db,12042.06,11219.95,12202.95,11942.06,12142.260000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.049999999997453415,0.1,0.005,0.050000000001091394,0.06000000000312866,0.0,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
529e88ca,11004.46,10143.45,11122.45,10904.46,11104.660000000207,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.05999999999949068,0.1,0.005,0.11000000000058208,2.3000000000010914,0.19081065261925667,1.0,1.0,1.0,0.0,0.0,0.06000000000000002,0.06,0.06000000000000002,0.06
52f1e77a,12024.5,11518.45,12181.95,11924.5,12124.700000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.020000000000436557,0.1,0.005,0.049999999999272404,1.4200000000018917,0.00045024763619990995,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
5305524b,10943.14,10442.990000000002,11077.56,10843.14,11043.340000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,0.039999999999054126,0.1,0.005,0.09000000000196451,0.16000000000167347,0.04042466312780727,1.0,1.0,1.0,0.0,0.0,0.06,0.06,0.06,0.06
53134831,12206.570000000002,11277.86,12325.65,12106.570000000002,12306.77000000021,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.040000000000873115,0.1,0.005,0.040000000002692104,0.32999999999992724,0.00019508388607101054,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
5397ceb1,11402.9,10829.95,11591.95,11302.9,11503.100000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.05999999999949068,0.13000000000101863,0.007992388201712655,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
53f23031,11389.73,10680.95,11591.95,11289.73,11489.930000000208,573,200.2000000002081,last_tvt_minus_100,last_tvt_plus_100,-0.029999999998835847,0.1,0.005,0.050000000001091394,0.1000000000003638,0.00011695906432748539,1.0,1.0,1.0,0.0,0.0,0.06000000000000001,0.06,0.06000000000000001,0.06
