label,split,well_id,kind,view,path,n_rows,n_valid_points,grid_valid_points,tvt_min,tvt_max,gr_mean,gr_std
horizontal:train:1e5e3573:prefix,train,1e5e3573,horizontal,prefix,data/raw/train/1e5e3573__horizontal_well.csv,875,875,661,11483.7,12215.12,77.94875014135164,21.98317788923517
horizontal:train:1e5e3573:hidden,train,1e5e3573,horizontal,hidden,data/raw/train/1e5e3573__horizontal_well.csv,2234,2234,61,12208.22,12237.97,82.21524284658483,13.554270686598807
horizontal:train:1e5e3573:full,train,1e5e3573,horizontal,full,data/raw/train/1e5e3573__horizontal_well.csv,3109,3109,707,11483.7,12237.97,81.01447696782026,16.483410658396824
horizontal:train:1f9afacb:prefix,train,1f9afacb,horizontal,prefix,data/raw/train/1f9afacb__horizontal_well.csv,1333,1333,834,11173.1,11952.77,78.87217132475988,25.90470295102614
horizontal:train:1f9afacb:hidden,train,1f9afacb,horizontal,hidden,data/raw/train/1f9afacb__horizontal_well.csv,2980,2980,16,11950.54,11958.08,69.20758325947655,7.926444764299331
horizontal:train:1f9afacb:full,train,1f9afacb,horizontal,full,data/raw/train/1f9afacb__horizontal_well.csv,4313,4313,844,11173.1,11958.08,72.19457511920822,16.45466255026307
horizontal:train:1fdbba44:prefix,train,1fdbba44,horizontal,prefix,data/raw/train/1fdbba44__horizontal_well.csv,1173,1173,587,12337.28,12803.78,81.83231155638245,16.70495930372429
horizontal:train:1fdbba44:hidden,train,1fdbba44,horizontal,hidden,data/raw/train/1fdbba44__horizontal_well.csv,3934,3934,36,12798.35,12816.12,80.06627825186004,18.778535377146415
horizontal:train:1fdbba44:full,train,1fdbba44,horizontal,full,data/raw/train/1fdbba44__horizontal_well.csv,5107,5107,611,12337.28,12816.12,80.47190916358997,18.33808962059803
horizontal:train:1fee2b62:prefix,train,1fee2b62,horizontal,prefix,data/raw/train/1fee2b62__horizontal_well.csv,890,890,627,11747.95,12510.64,90.79821780866821,22.06070917808485
horizontal:train:1fee2b62:hidden,train,1fee2b62,horizontal,hidden,data/raw/train/1fee2b62__horizontal_well.csv,1926,1926,53,12499.1,12524.86,78.88042038074899,12.244095358767588
horizontal:train:1fee2b62:full,train,1fee2b62,horizontal,full,data/raw/train/1fee2b62__horizontal_well.csv,2816,2816,657,11747.95,12524.86,82.64705380079448,16.942631325342216
horizontal:train:20096916:prefix,train,20096916,horizontal,prefix,data/raw/train/20096916__horizontal_well.csv,1076,1076,633,11116.37,11917.42,105.11155115045304,25.877522887199216
horizontal:train:20096916:hidden,train,20096916,horizontal,hidden,data/raw/train/20096916__horizontal_well.csv,2476,2476,45,11890.13,11912.09,111.63929967457808,20.48929897490889
horizontal:train:20096916:full,train,20096916,horizontal,full,data/raw/train/20096916__horizontal_well.csv,3552,3552,633,11116.37,11917.42,109.66186234013028,22.46088314254748
horizontal:train:200d233d:prefix,train,200d233d,horizontal,prefix,data/raw/train/200d233d__horizontal_well.csv,1889,1889,877,11340.43,12056.38,79.98999651276587,18.76801569863847
horizontal:train:200d233d:hidden,train,200d233d,horizontal,hidden,data/raw/train/200d233d__horizontal_well.csv,3619,3619,40,12039.89,12059.31,84.99702789799035,11.186574011095281
horizontal:train:200d233d:full,train,200d233d,horizontal,full,data/raw/train/200d233d__horizontal_well.csv,5508,5508,883,11340.43,12059.31,83.27983794034891,14.44553941338349
horizontal:train:201661b5:prefix,train,201661b5,horizontal,prefix,data/raw/train/201661b5__horizontal_well.csv,2097,2097,1287,11048.2,12192.490000000002,85.2507390686695,23.259532216531124
horizontal:train:201661b5:hidden,train,201661b5,horizontal,hidden,data/raw/train/201661b5__horizontal_well.csv,5561,5561,93,12167.570000000002,12213.54,76.63507819677416,12.585169569173388
horizontal:train:201661b5:full,train,201661b5,horizontal,full,data/raw/train/201661b5__horizontal_well.csv,7658,7658,1330,11048.2,12213.54,78.99431570635429,16.670933683179403
horizontal:train:203721ab:prefix,train,203721ab,horizontal,prefix,data/raw/train/203721ab__horizontal_well.csv,1230,1230,702,10622.67,11203.14,81.12483589862602,14.958382544205719
horizontal:train:203721ab:hidden,train,203721ab,horizontal,hidden,data/raw/train/203721ab__horizontal_well.csv,4556,4556,59,11180.62,11209.59,80.06795828334096,12.616295738586807
horizontal:train:203721ab:full,train,203721ab,horizontal,full,data/raw/train/203721ab__horizontal_well.csv,5786,5786,715,10622.67,11209.59,80.29263154065183,13.156250634358715
horizontal:train:20402d71:prefix,train,20402d71,horizontal,prefix,data/raw/train/20402d71__horizontal_well.csv,1542,1542,801,10286.45,10966.39,106.02268456353106,23.462640773505914
horizontal:train:20402d71:hidden,train,20402d71,horizontal,hidden,data/raw/train/20402d71__horizontal_well.csv,6287,6287,52,10942.14,10967.51,115.67628175230341,17.1390313273655
horizontal:train:20402d71:full,train,20402d71,horizontal,full,data/raw/train/20402d71__horizontal_well.csv,7829,7829,803,10286.45,10967.51,113.77490905271381,18.948761812351847
horizontal:train:2043abc5:prefix,train,2043abc5,horizontal,prefix,data/raw/train/2043abc5__horizontal_well.csv,623,623,425,10898.62,11425.44,84.48025955207187,24.832002021433524
horizontal:train:2043abc5:hidden,train,2043abc5,horizontal,hidden,data/raw/train/2043abc5__horizontal_well.csv,2279,2279,66,11419.61,11452.23,87.69252154035235,13.1710011936385
horizontal:train:2043abc5:full,train,2043abc5,horizontal,full,data/raw/train/2043abc5__horizontal_well.csv,2902,2902,479,10898.62,11452.23,87.00291464211018,16.442347834390368
horizontal:train:204cc64b:prefix,train,204cc64b,horizontal,prefix,data/raw/train/204cc64b__horizontal_well.csv,1248,1248,744,11787.23,12558.33,91.71226548624433,28.7152679145994
horizontal:train:204cc64b:hidden,train,204cc64b,horizontal,hidden,data/raw/train/204cc64b__horizontal_well.csv,3088,3088,54,12543.11,12569.320000000002,48.440381022921834,9.871128144308807
horizontal:train:204cc64b:full,train,204cc64b,horizontal,full,data/raw/train/204cc64b__horizontal_well.csv,4336,4336,766,11787.23,12569.320000000002,60.89501935553864,26.278141840498012
horizontal:train:206b6193:prefix,train,206b6193,horizontal,prefix,data/raw/train/206b6193__horizontal_well.csv,1984,1984,883,10719.490000000002,11472.14,83.33791167757651,21.19650630478704
horizontal:train:206b6193:hidden,train,206b6193,horizontal,hidden,data/raw/train/206b6193__horizontal_well.csv,6267,6267,141,11386.48,11456.55,89.74621218278605,15.09554312931394
horizontal:train:206b6193:full,train,206b6193,horizontal,full,data/raw/train/206b6193__horizontal_well.csv,8251,8251,895,10719.490000000002,11472.14,88.20529978400582,16.988716572115468
horizontal:train:2075c696:prefix,train,2075c696,horizontal,prefix,data/raw/train/2075c696__horizontal_well.csv,2191,2191,1307,10082.98,11199.27,85.50407971526305,22.65477542883979
horizontal:train:2075c696:hidden,train,2075c696,horizontal,hidden,data/raw/train/2075c696__horizontal_well.csv,2930,2930,65,11190.44,11222.56,82.31444738106075,8.977267361778312
horizontal:train:2075c696:full,train,2075c696,horizontal,full,data/raw/train/2075c696__horizontal_well.csv,5121,5121,1353,10082.98,11222.56,83.67911921160895,16.376457677788345
horizontal:train:22c5f93f:prefix,train,22c5f93f,horizontal,prefix,data/raw/train/22c5f93f__horizontal_well.csv,878,878,654,11045.070000000002,11875.55,111.7844933639333,32.791919499122905
horizontal:train:22c5f93f:hidden,train,22c5f93f,horizontal,hidden,data/raw/train/22c5f93f__horizontal_well.csv,2236,2236,53,11852.34,11878.48,114.62565959675234,19.83102816956895
horizontal:train:22c5f93f:full,train,22c5f93f,horizontal,full,data/raw/train/22c5f93f__horizontal_well.csv,3114,3114,662,11045.070000000002,11878.48,113.82458575204616,24.23235221196733
horizontal:train:230eaaa3:prefix,train,230eaaa3,horizontal,prefix,data/raw/train/230eaaa3__horizontal_well.csv,1470,1470,998,10515.75,11432.88,91.78134724943996,25.445686220281992
horizontal:train:230eaaa3:hidden,train,230eaaa3,horizontal,hidden,data/raw/train/230eaaa3__horizontal_well.csv,3804,3804,167,11400.87,11484.240000000002,85.64259349432324,13.638507813085663
horizontal:train:230eaaa3:full,train,230eaaa3,horizontal,full,data/raw/train/230eaaa3__horizontal_well.csv,5274,5274,1102,10515.75,11484.240000000002,87.35362269796784,17.950197689940143
horizontal:train:2364716c:prefix,train,2364716c,horizontal,prefix,data/raw/train/2364716c__horizontal_well.csv,1355,1355,818,10210.01,10967.56,90.03033256137891,25.23593343766431
horizontal:train:2364716c:hidden,train,2364716c,horizontal,hidden,data/raw/train/2364716c__horizontal_well.csv,3048,3048,68,10961.98,10995.46,91.17362741183445,11.633936737304797
horizontal:train:2364716c:full,train,2364716c,horizontal,full,data/raw/train/2364716c__horizontal_well.csv,4403,4403,874,10210.01,10995.46,90.82178445876445,17.028273934530255
horizontal:train:23b9beb0:prefix,train,23b9beb0,horizontal,prefix,data/raw/train/23b9beb0__horizontal_well.csv,1261,1261,633,10893.58,11393.75,71.56534985077066,16.82454803704229
horizontal:train:23b9beb0:hidden,train,23b9beb0,horizontal,hidden,data/raw/train/23b9beb0__horizontal_well.csv,5673,5673,37,11385.55,11403.740000000002,81.92158199185641,13.598988700596962
horizontal:train:23b9beb0:full,train,23b9beb0,horizontal,full,data/raw/train/23b9beb0__horizontal_well.csv,6934,6934,653,10893.58,11403.740000000002,80.03822336337225,14.789731657497978
horizontal:train:24d8997e:prefix,train,24d8997e,horizontal,prefix,data/raw/train/24d8997e__horizontal_well.csv,1622,1622,835,10473.35,11183.39,131.669749526733,26.70835474970104
horizontal:train:24d8997e:hidden,train,24d8997e,horizontal,hidden,data/raw/train/24d8997e__horizontal_well.csv,2930,2930,39,11171.34,11190.25,129.89480264659204,23.74137975529846
horizontal:train:24d8997e:full,train,24d8997e,horizontal,full,data/raw/train/24d8997e__horizontal_well.csv,4552,4552,849,10473.35,11190.25,130.52726394702893,24.85380864714544
horizontal:train:25050f63:prefix,train,25050f63,horizontal,prefix,data/raw/train/25050f63__horizontal_well.csv,1010,1010,949,10252.06,10929.05,115.4250401689467,28.73192390799755
horizontal:train:25050f63:hidden,train,25050f63,horizontal,hidden,data/raw/train/25050f63__horizontal_well.csv,5818,5818,98,10929.23,10977.59,117.3767173125343,17.645224691392894
horizontal:train:25050f63:full,train,25050f63,horizontal,full,data/raw/train/25050f63__horizontal_well.csv,6828,6828,1046,10252.06,10977.59,117.0880245891858,19.694927433041137
horizontal:train:25939962:prefix,train,25939962,horizontal,prefix,data/raw/train/25939962__horizontal_well.csv,921,921,708,11448.27,12257.51,84.34718608360295,24.720949597497455
horizontal:train:25939962:hidden,train,25939962,horizontal,hidden,data/raw/train/25939962__horizontal_well.csv,1630,1630,70,12239.72,12274.45,92.52527758092202,14.664194352626929
horizontal:train:25939962:full,train,25939962,horizontal,full,data/raw/train/25939962__horizontal_well.csv,2551,2551,744,11448.27,12274.45,89.57270123085114,19.32533221103944
horizontal:train:25fd32b3:prefix,train,25fd32b3,horizontal,prefix,data/raw/train/25fd32b3__horizontal_well.csv,1360,1360,694,10672.33,11196.52,117.61975192389437,29.39292856237879
horizontal:train:25fd32b3:hidden,train,25fd32b3,horizontal,hidden,data/raw/train/25fd32b3__horizontal_well.csv,2147,2147,13,11185.0,11191.06,137.18402040704518,26.823016607212594
horizontal:train:25fd32b3:full,train,25fd32b3,horizontal,full,data/raw/train/25fd32b3__horizontal_well.csv,3507,3507,694,10672.33,11196.52,129.5970785373317,29.434170222757455
horizontal:train:261785ee:prefix,train,261785ee,horizontal,prefix,data/raw/train/261785ee__horizontal_well.csv,1413,1413,886,10339.95,11319.490000000002,70.26992205207534,24.021134028813837
horizontal:train:261785ee:hidden,train,261785ee,horizontal,hidden,data/raw/train/261785ee__horizontal_well.csv,2275,2275,76,11282.69,11320.17,51.4397935690172,15.820367619625376
horizontal:train:261785ee:full,train,261785ee,horizontal,full,data/raw/train/261785ee__horizontal_well.csv,3688,3688,888,10339.95,11320.17,58.65426524650125,21.430508993258446
horizontal:train:264feceb:prefix,train,264feceb,horizontal,prefix,data/raw/train/264feceb__horizontal_well.csv,1678,1678,855,10435.77,11209.35,83.65128106062423,17.040793622424122
horizontal:train:264feceb:hidden,train,264feceb,horizontal,hidden,data/raw/train/264feceb__horizontal_well.csv,5422,5422,39,11181.03,11199.91,81.92890387416047,11.615650915409889
horizontal:train:264feceb:full,train,264feceb,horizontal,full,data/raw/train/264feceb__horizontal_well.csv,7100,7100,856,10435.77,11209.35,82.3359671021726,13.122542621136834
horizontal:train:26623a50:prefix,train,26623a50,horizontal,prefix,data/raw/train/26623a50__horizontal_well.csv,1380,1380,839,10575.12,11387.02,95.72931873037876,25.126038726838793
horizontal:train:26623a50:hidden,train,26623a50,horizontal,hidden,data/raw/train/26623a50__horizontal_well.csv,4126,4126,70,11352.33,11386.93,98.17372849373601,16.249011488031975
horizontal:train:26623a50:full,train,26623a50,horizontal,full,data/raw/train/26623a50__horizontal_well.csv,5506,5506,843,10575.12,11387.02,97.56107221450735,18.89994564094406
horizontal:train:26d3a96a:prefix,train,26d3a96a,horizontal,prefix,data/raw/train/26d3a96a__horizontal_well.csv,1182,1182,740,11871.68,12631.8,85.0562153237591,28.036850040759525
horizontal:train:26d3a96a:hidden,train,26d3a96a,horizontal,hidden,data/raw/train/26d3a96a__horizontal_well.csv,3224,3224,78,12608.88,12647.26,66.86907439851622,11.409774386527204
horizontal:train:26d3a96a:full,train,26d3a96a,horizontal,full,data/raw/train/26d3a96a__horizontal_well.csv,4406,4406,771,11871.68,12647.26,71.74814851872436,19.26312063611759
horizontal:train:272abef3:prefix,train,272abef3,horizontal,prefix,data/raw/train/272abef3__horizontal_well.csv,1478,1478,701,10855.88,11455.98,93.59371145147975,26.248283299362477
horizontal:train:272abef3:hidden,train,272abef3,horizontal,hidden,data/raw/train/272abef3__horizontal_well.csv,3942,3942,42,11427.58,11448.23,98.63816230057569,18.146036577711573
horizontal:train:272abef3:full,train,272abef3,horizontal,full,data/raw/train/272abef3__horizontal_well.csv,5420,5420,702,10855.88,11455.98,97.26257219818383,20.794511692545928
horizontal:train:27300fd5:prefix,train,27300fd5,horizontal,prefix,data/raw/train/27300fd5__horizontal_well.csv,1872,1872,1021,11794.58,12561.35,78.6083224035609,31.064852665076817
horizontal:train:27300fd5:hidden,train,27300fd5,horizontal,hidden,data/raw/train/27300fd5__horizontal_well.csv,5265,5265,56,12559.83,12587.45,42.73215937439891,11.945265392804354
horizontal:train:27300fd5:full,train,27300fd5,horizontal,full,data/raw/train/27300fd5__horizontal_well.csv,7137,7137,1073,11794.58,12587.45,52.14230049680206,24.646155435538027
horizontal:train:276b012a:prefix,train,276b012a,horizontal,prefix,data/raw/train/276b012a__horizontal_well.csv,1300,1300,573,11965.77,12419.46,82.8347752372362,25.98159497832512
horizontal:train:276b012a:hidden,train,276b012a,horizontal,hidden,data/raw/train/276b012a__horizontal_well.csv,4063,4063,97,12406.8,12454.93,55.500369222535774,26.795175566936646
horizontal:train:276b012a:full,train,276b012a,horizontal,full,data/raw/train/276b012a__horizontal_well.csv,5363,5363,644,11965.77,12454.93,62.12627409277828,29.065197621382787
horizontal:train:27c3155b:prefix,train,27c3155b,horizontal,prefix,data/raw/train/27c3155b__horizontal_well.csv,1922,1922,1086,11737.42,12756.28,86.70710989981731,28.698841884485788
horizontal:train:27c3155b:hidden,train,27c3155b,horizontal,hidden,data/raw/train/27c3155b__horizontal_well.csv,4787,4787,51,12732.61,12757.37,66.35515613751147,9.095307341054024
horizontal:train:27c3155b:full,train,27c3155b,horizontal,full,data/raw/train/27c3155b__horizontal_well.csv,6709,6709,1088,11737.42,12757.37,72.18560108178809,19.484476391873223
horizontal:train:27ebb9b9:prefix,train,27ebb9b9,horizontal,prefix,data/raw/train/27ebb9b9__horizontal_well.csv,1654,1654,952,11120.89,11938.34,84.10172133505475,28.933318508958404
horizontal:train:27ebb9b9:hidden,train,27ebb9b9,horizontal,hidden,data/raw/train/27ebb9b9__horizontal_well.csv,4522,4522,50,11930.64,11955.02,63.96988484856075,10.047069938286901
horizontal:train:27ebb9b9:full,train,27ebb9b9,horizontal,full,data/raw/train/27ebb9b9__horizontal_well.csv,6176,6176,985,11120.89,11955.02,69.36140971071441,19.431339340751656
horizontal:train:283269ac:prefix,train,283269ac,horizontal,prefix,data/raw/train/283269ac__horizontal_well.csv,1043,1043,749,10538.7,11452.21,85.88460911423125,27.440943136539417
horizontal:train:283269ac:hidden,train,283269ac,horizontal,hidden,data/raw/train/283269ac__horizontal_well.csv,848,848,8,11449.13,11452.75,77.439664410599,11.183698314413762
horizontal:train:283269ac:full,train,283269ac,horizontal,full,data/raw/train/283269ac__horizontal_well.csv,1891,1891,750,10538.7,11452.75,82.09755828996886,22.114610827419874
horizontal:train:28473855:prefix,train,28473855,horizontal,prefix,data/raw/train/28473855__horizontal_well.csv,2261,2261,1327,9864.490000000002,10984.14,91.39915061945665,29.114075948580002
horizontal:train:28473855:hidden,train,28473855,horizontal,hidden,data/raw/train/28473855__horizontal_well.csv,4158,4158,43,10976.88,10998.22,91.50500552932205,10.366469316688665
horizontal:train:28473855:full,train,28473855,horizontal,full,data/raw/train/28473855__horizontal_well.csv,6419,6419,1355,9864.490000000002,10998.22,91.46771966685037,19.18798913548102
horizontal:train:28f4eda9:prefix,train,28f4eda9,horizontal,prefix,data/raw/train/28f4eda9__horizontal_well.csv,1268,1268,516,10545.67,10953.3,107.2104924382485,23.82212748845485
horizontal:train:28f4eda9:hidden,train,28f4eda9,horizontal,hidden,data/raw/train/28f4eda9__horizontal_well.csv,4048,4048,47,10927.48,10950.34,107.23231919599263,17.332263442568603
horizontal:train:28f4eda9:full,train,28f4eda9,horizontal,full,data/raw/train/28f4eda9__horizontal_well.csv,5316,5316,516,10545.67,10953.3,107.22711296408525,19.08177879245436
horizontal:train:29b24409:prefix,train,29b24409,horizontal,prefix,data/raw/train/29b24409__horizontal_well.csv,993,993,567,10684.21,11202.39,72.28653899778868,17.026363246729463
horizontal:train:29b24409:hidden,train,29b24409,horizontal,hidden,data/raw/train/29b24409__horizontal_well.csv,2260,2260,42,11201.33,11221.92,85.60207180343741,10.805116933152988
horizontal:train:29b24409:full,train,29b24409,horizontal,full,data/raw/train/29b24409__horizontal_well.csv,3253,3253,606,10684.21,11221.92,81.53741638505156,14.394662401352566
horizontal:train:29de15c8:prefix,train,29de15c8,horizontal,prefix,data/raw/train/29de15c8__horizontal_well.csv,1657,1657,893,11348.15,11992.54,77.4659861109486,17.292883693774638
horizontal:train:29de15c8:hidden,train,29de15c8,horizontal,hidden,data/raw/train/29de15c8__horizontal_well.csv,3294,3294,20,11982.35,11991.990000000002,83.18136208500802,12.865272977400634
horizontal:train:29de15c8:full,train,29de15c8,horizontal,full,data/raw/train/29de15c8__horizontal_well.csv,4951,4951,893,11348.15,11992.54,81.26854083899377,14.747141495514901
horizontal:train:2ab29395:prefix,train,2ab29395,horizontal,prefix,data/raw/train/2ab29395__horizontal_well.csv,1145,1145,594,11853.56,12216.21,86.1859672127416,23.122489996151565
horizontal:train:2ab29395:hidden,train,2ab29395,horizontal,hidden,data/raw/train/2ab29395__horizontal_well.csv,1188,1188,15,12208.15,12215.17,98.10725555108625,9.951327566511406
horizontal:train:2ab29395:full,train,2ab29395,horizontal,full,data/raw/train/2ab29395__horizontal_well.csv,2333,2333,594,11853.56,12216.21,92.25647323329602,18.663920672711363
horizontal:train:2ac7cb6b:prefix,train,2ac7cb6b,horizontal,prefix,data/raw/train/2ac7cb6b__horizontal_well.csv,1391,1391,709,10349.29,10881.41,82.33182471918244,21.56873141357834
horizontal:train:2ac7cb6b:hidden,train,2ac7cb6b,horizontal,hidden,data/raw/train/2ac7cb6b__horizontal_well.csv,4792,4792,133,10834.09,10899.91,85.34893874261472,15.791372388583964
horizontal:train:2ac7cb6b:full,train,2ac7cb6b,horizontal,full,data/raw/train/2ac7cb6b__horizontal_well.csv,6183,6183,747,10349.29,10899.91,84.67017348196548,17.306447862967236
horizontal:train:2acc78d4:prefix,train,2acc78d4,horizontal,prefix,data/raw/train/2acc78d4__horizontal_well.csv,1097,1097,709,11087.570000000002,11866.41,103.9081099757276,28.85066846050233
horizontal:train:2acc78d4:hidden,train,2acc78d4,horizontal,hidden,data/raw/train/2acc78d4__horizontal_well.csv,1357,1357,67,11857.820000000002,11890.83,115.71693661128911,15.825759647545556
horizontal:train:2acc78d4:full,train,2acc78d4,horizontal,full,data/raw/train/2acc78d4__horizontal_well.csv,2454,2454,758,11087.570000000002,11890.83,110.43809275667991,23.346354993213485
horizontal:train:2b034622:prefix,train,2b034622,horizontal,prefix,data/raw/train/2b034622__horizontal_well.csv,1328,1328,773,9470.04,10072.18,80.32558189029014,19.083827797354264
horizontal:train:2b034622:hidden,train,2b034622,horizontal,hidden,data/raw/train/2b034622__horizontal_well.csv,3587,3587,26,10059.48,10071.89,87.29067496892861,13.13782212796622
horizontal:train:2b034622:full,train,2b034622,horizontal,full,data/raw/train/2b034622__horizontal_well.csv,4915,4915,773,9470.04,10072.18,85.40875358369324,15.294929290007701
horizontal:train:2b06ad65:prefix,train,2b06ad65,horizontal,prefix,data/raw/train/2b06ad65__horizontal_well.csv,1383,1383,675,11448.94,11960.62,69.45266787572324,16.76942806533569
horizontal:train:2b06ad65:hidden,train,2b06ad65,horizontal,hidden,data/raw/train/2b06ad65__horizontal_well.csv,4089,4089,16,11950.070000000002,11957.29,67.71131507665915,7.275417165747258
horizontal:train:2b06ad65:full,train,2b06ad65,horizontal,full,data/raw/train/2b06ad65__horizontal_well.csv,5472,5472,675,11448.94,11960.62,68.15142672159804,10.54517259625029
horizontal:train:2b547943:prefix,train,2b547943,horizontal,prefix,data/raw/train/2b547943__horizontal_well.csv,1263,1263,749,11479.63,12209.740000000002,92.69416283743091,23.5289892502653
horizontal:train:2b547943:hidden,train,2b547943,horizontal,hidden,data/raw/train/2b547943__horizontal_well.csv,2240,2240,39,12207.19,12226.18,91.40732006346846,13.121869849365833
horizontal:train:2b547943:full,train,2b547943,horizontal,full,data/raw/train/2b547943__horizontal_well.csv,3503,3503,782,11479.63,12226.18,91.87128878271328,17.609346113412418
horizontal:train:2be5c96a:prefix,train,2be5c96a,horizontal,prefix,data/raw/train/2be5c96a__horizontal_well.csv,605,605,453,11192.78,11797.59,90.84452996784503,30.932549527980495
horizontal:train:2be5c96a:hidden,train,2be5c96a,horizontal,hidden,data/raw/train/2be5c96a__horizontal_well.csv,950,950,30,11793.76,11808.570000000002,76.86822024299796,9.395234030763008
horizontal:train:2be5c96a:full,train,2be5c96a,horizontal,full,data/raw/train/2be5c96a__horizontal_well.csv,1555,1555,475,11192.78,11808.570000000002,82.30594846391918,21.739971510327678
horizontal:train:2bff06cf:prefix,train,2bff06cf,horizontal,prefix,data/raw/train/2bff06cf__horizontal_well.csv,999,999,775,10166.0,11004.070000000002,81.3752681102619,22.163994176673484
horizontal:train:2bff06cf:hidden,train,2bff06cf,horizontal,hidden,data/raw/train/2bff06cf__horizontal_well.csv,3811,3811,89,11004.18,11048.66,74.95437141746496,11.252882844009982
horizontal:train:2bff06cf:full,train,2bff06cf,horizontal,full,data/raw/train/2bff06cf__horizontal_well.csv,4810,4810,863,10166.0,11048.66,76.28794226904584,14.461655080933667
horizontal:train:2c0c4a4e:prefix,train,2c0c4a4e,horizontal,prefix,data/raw/train/2c0c4a4e__horizontal_well.csv,1802,1802,915,10211.19,10981.41,97.54388689323746,26.524194395996336
horizontal:train:2c0c4a4e:hidden,train,2c0c4a4e,horizontal,hidden,data/raw/train/2c0c4a4e__horizontal_well.csv,4566,4566,41,10960.46,10980.46,108.00637162339466,20.691059483543537
horizontal:train:2c0c4a4e:full,train,2c0c4a4e,horizontal,full,data/raw/train/2c0c4a4e__horizontal_well.csv,6368,6368,915,10211.19,10981.41,105.04572503361085,22.98403510680494
horizontal:train:2cee0cba:prefix,train,2cee0cba,horizontal,prefix,data/raw/train/2cee0cba__horizontal_well.csv,1283,1283,847,10464.68,11246.740000000002,89.35658877979495,18.613253319410187
horizontal:train:2cee0cba:hidden,train,2cee0cba,horizontal,hidden,data/raw/train/2cee0cba__horizontal_well.csv,2917,2917,72,11207.09,11242.52,86.60264309692501,10.655226979870836
horizontal:train:2cee0cba:full,train,2cee0cba,horizontal,full,data/raw/train/2cee0cba__horizontal_well.csv,4200,4200,849,10464.68,11246.740000000002,87.44390793290646,13.648964976483255
horizontal:train:2d0c268a:prefix,train,2d0c268a,horizontal,prefix,data/raw/train/2d0c268a__horizontal_well.csv,1387,1387,797,10541.83,11335.92,86.69288853752879,24.51073176526074
horizontal:train:2d0c268a:hidden,train,2d0c268a,horizontal,hidden,data/raw/train/2d0c268a__horizontal_well.csv,3263,3263,55,11300.36,11327.56,70.32582902378228,8.743632976147383
horizontal:train:2d0c268a:full,train,2d0c268a,horizontal,full,data/raw/train/2d0c268a__horizontal_well.csv,4650,4650,804,10541.83,11335.92,75.2077884959471,16.997538130782416
horizontal:train:2d179ded:prefix,train,2d179ded,horizontal,prefix,data/raw/train/2d179ded__horizontal_well.csv,1593,1593,1000,9721.39,10715.19,81.63340426884707,21.563601293127697
horizontal:train:2d179ded:hidden,train,2d179ded,horizontal,hidden,data/raw/train/2d179ded__horizontal_well.csv,3760,3760,51,10685.97,10710.81,79.35450576813842,11.589344572557746
horizontal:train:2d179ded:full,train,2d179ded,horizontal,full,data/raw/train/2d179ded__horizontal_well.csv,5353,5353,1000,9721.39,10715.19,80.03268348374255,15.29066364389352
horizontal:train:2d196986:prefix,train,2d196986,horizontal,prefix,data/raw/train/2d196986__horizontal_well.csv,1825,1825,948,10426.18,11205.81,116.00854132517996,26.420676726707796
horizontal:train:2d196986:hidden,train,2d196986,horizontal,hidden,data/raw/train/2d196986__horizontal_well.csv,6391,6391,64,11178.41,11209.96,127.83990647479239,20.496258998876883
horizontal:train:2d196986:full,train,2d196986,horizontal,full,data/raw/train/2d196986__horizontal_well.csv,8216,8216,956,10426.18,11209.96,125.21183425010365,22.49500240205796
horizontal:train:2d2d0c6b:prefix,train,2d2d0c6b,horizontal,prefix,data/raw/train/2d2d0c6b__horizontal_well.csv,859,859,549,10596.08,11193.31,116.26128652162578,29.738434042827173
horizontal:train:2d2d0c6b:hidden,train,2d2d0c6b,horizontal,hidden,data/raw/train/2d2d0c6b__horizontal_well.csv,1891,1891,29,11185.68,11199.26,124.74162071852386,16.515902466476643
horizontal:train:2d2d0c6b:full,train,2d2d0c6b,horizontal,full,data/raw/train/2d2d0c6b__horizontal_well.csv,2750,2750,561,10596.08,11199.26,122.09267269120187,21.89208746500013
horizontal:train:2d35f86d:prefix,train,2d35f86d,horizontal,prefix,data/raw/train/2d35f86d__horizontal_well.csv,1369,1369,828,11191.34,11885.35,112.62433919536744,29.760929561207
horizontal:train:2d35f86d:hidden,train,2d35f86d,horizontal,hidden,data/raw/train/2d35f86d__horizontal_well.csv,3655,3655,63,11863.11,11893.88,114.17888632758157,17.440982731929473
horizontal:train:2d35f86d:full,train,2d35f86d,horizontal,full,data/raw/train/2d35f86d__horizontal_well.csv,5024,5024,855,11191.34,11893.88,113.75528461102084,21.52040648174047
horizontal:train:2d9f6cb9:prefix,train,2d9f6cb9,horizontal,prefix,data/raw/train/2d9f6cb9__horizontal_well.csv,1224,1224,496,12200.01,12529.17,81.06237705612203,16.585480871394324
horizontal:train:2d9f6cb9:hidden,train,2d9f6cb9,horizontal,hidden,data/raw/train/2d9f6cb9__horizontal_well.csv,7072,7072,40,12521.34,12540.86,86.94018068682362,10.86772159839738
horizontal:train:2d9f6cb9:full,train,2d9f6cb9,horizontal,full,data/raw/train/2d9f6cb9__horizontal_well.csv,8296,8296,520,12200.01,12540.86,86.07296375770372,12.066990719484204
horizontal:train:2ddad940:prefix,train,2ddad940,horizontal,prefix,data/raw/train/2ddad940__horizontal_well.csv,1294,1294,695,11108.76,11701.37,100.90100637230898,31.579703755037066
