split,well_id,typewell_hash,exact_typewell_group,exact_typewell_group_size,shared_typewell,n_xy_points,x_start,y_start,x_end,y_end,x_midpoint,y_midpoint,x_mean,y_mean,x_min,x_max,y_min,y_max,horizontal_well_path,typewell_path
train,404c4384,native_overlap_1_cluster_0024,native_overlap_1_cluster_0024,13,True,2612,2956494.76,1085439.05,2955073.23,1087037.95,2955949.34,1086071.75,2955914.199372131,1086109.9998966306,2955073.23,2956494.76,1085438.49,1087037.95,data/raw/train/404c4384__horizontal_well.csv,
train,4121c517,native_overlap_1_cluster_0009,native_overlap_1_cluster_0009,28,True,5471,3008373.68,1128825.33,3007147.16,1133647.57,3007818.38,1131000.01,3007811.4320325335,1131026.3474904026,3007147.16,3008373.68,1128825.33,1133647.57,data/raw/train/4121c517__horizontal_well.csv,
train,41fb0192,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,4381,3006235.36,1077399.63,3008491.68,1073979.64,3007292.44,1075808.94,3007297.727852092,1075798.2501004343,3006235.14,3008491.68,1073979.64,1077399.65,data/raw/train/41fb0192__horizontal_well.csv,
train,42669188,native_overlap_1_cluster_0022,native_overlap_1_cluster_0022,14,True,6080,2971388.45,1060599.85,2968183.09,1065108.51,2969948.19,1062640.04,2969923.645197355,1062658.4307598653,2968183.09,2971388.45,1060599.85,1065108.51,data/raw/train/42669188__horizontal_well.csv,
train,42c538a1,native_overlap_1_cluster_0030,native_overlap_1_cluster_0030,8,True,4762,2910486.94,1023850.36,2907458.31,1020466.86,2909040.33,1022241.75,2909031.1614195686,1022236.8262473735,2907458.31,2910486.94,1020466.86,1023850.36,data/raw/train/42c538a1__horizontal_well.csv,
train,43b06c70,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6590,3006368.17,1104860.43,3004283.6,1110549.04,3005407.73,1107461.69,3005416.2435720637,1107488.9356327779,3004283.6,3006368.81,1104860.43,1110549.04,data/raw/train/43b06c70__horizontal_well.csv,
train,43c7f85a,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,7484,2885816.29,1021929.64,2890532.64,1016535.84,2888069.13,1019344.42,2888077.628254941,1019340.6330157685,2885816.29,2890532.64,1016535.84,1021929.64,data/raw/train/43c7f85a__horizontal_well.csv,
train,43e16325,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5845,2927209.0,1047305.97,2931178.75,1050708.5,2928951.41,1048821.61,2928982.1610761276,1048846.7608742518,2927209.0,2931178.75,1047305.97,1050708.5,data/raw/train/43e16325__horizontal_well.csv,
train,44441e54,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,5568,3011950.3,1110542.48,3011706.44,1105173.51,3011782.34,1107953.45,3011799.4421066847,1107946.204136134,3011706.44,3011950.34,1105173.51,1110542.48,data/raw/train/44441e54__horizontal_well.csv,
train,445af6c2,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7998,2907267.82,1037843.06,2912184.29,1032261.93,2909549.8,1035260.49,2909559.6734271194,1035237.5228369585,2907266.44,2912184.29,1032261.93,1037843.06,data/raw/train/445af6c2__horizontal_well.csv,
train,4463446c,native_overlap_1_cluster_0039,native_overlap_1_cluster_0039,2,True,4729,2945047.59,1074311.96,2947983.86,1070843.52,2946432.45,1072619.82,2946442.0727574504,1072618.9053140203,2945047.59,2947983.86,1070843.52,1074311.96,data/raw/train/4463446c__horizontal_well.csv,
train,44a94013,native_overlap_1_cluster_0027,native_overlap_1_cluster_0027,11,True,6492,2891012.98,1027725.15,2886505.26,1032077.88,2888844.96,1029838.72,2888836.476369369,1029842.7473151555,2886505.26,2891012.98,1027725.15,1032077.88,data/raw/train/44a94013__horizontal_well.csv,
train,45fb3e21,native_overlap_1_cluster_0015,native_overlap_1_cluster_0015,20,True,5626,2991508.92,1090197.32,2989709.53,1094878.76,2990730.27,1092262.13,2990720.601637035,1092300.5061304667,2989709.53,2991519.58,1090197.16,1094878.76,data/raw/train/45fb3e21__horizontal_well.csv,
train,460f859e,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,4982,2913099.09,1041972.81,2915980.42,1038543.8,2914396.59,1040462.53,2914405.8898454355,1040433.87240466,2913098.0,2915980.42,1038543.8,1041975.13,data/raw/train/460f859e__horizontal_well.csv,
train,4630ab92,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,5307,3014485.69,1100359.79,3012797.22,1104767.78,3013723.53,1102287.3,3013720.554401725,1102326.2744978333,3012797.22,3014485.79,1100359.79,1104767.78,data/raw/train/4630ab92__horizontal_well.csv,
train,463c38f2,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,6048,2937098.11,1056519.16,2933165.07,1060880.8,2935152.14,1058612.9,2935154.4169064364,1058622.5116517844,2933165.07,2937098.11,1056519.16,1060880.8,data/raw/train/463c38f2__horizontal_well.csv,
train,4654e7de,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7010,2906951.58,1032888.3,2911431.08,1027983.86,2909073.23,1030569.95,2909077.020813117,1030556.5545235389,2906951.58,2911431.08,1027983.86,1032888.39,data/raw/train/4654e7de__horizontal_well.csv,
train,466fc788,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,7767,3011428.41,1098698.12,3007804.65,1104919.55,3009789.21,1101588.0,3009768.2289880137,1101601.4419505594,3007804.65,3011428.41,1098687.0,1104919.55,data/raw/train/466fc788__horizontal_well.csv,
train,46a301e9,native_overlap_1_cluster_0020,native_overlap_1_cluster_0020,15,True,9962,2971117.4,1099254.65,2977166.29,1092007.46,2973988.69,1095837.03,2973989.7533557434,1095818.3014956848,2971114.38,2977166.29,1092007.46,1099255.8,data/raw/train/46a301e9__horizontal_well.csv,
train,46a7190b,native_overlap_1_cluster_0026,native_overlap_1_cluster_0026,13,True,5646,3025098.71,1100150.84,3025715.58,1094858.17,3025382.33,1097657.85,3025379.9397803806,1097645.228623804,3025095.03,3025715.58,1094858.17,1100150.84,data/raw/train/46a7190b__horizontal_well.csv,
train,46d24a09,native_overlap_1_cluster_0018,native_overlap_1_cluster_0018,17,True,6123,2950215.96,1015519.87,2947526.24,1020663.56,2948924.06,1017951.71,2948927.847816425,1017965.589586805,2947526.24,2950215.96,1015519.87,1020663.56,data/raw/train/46d24a09__horizontal_well.csv,
train,46d41ff6,native_overlap_1_cluster_0028,native_overlap_1_cluster_0028,11,True,9226,2990320.35,1071536.43,2993580.25,1063143.59,2991883.17,1067424.27,2991906.9093182334,1067430.0806481678,2990320.35,2993580.25,1063143.59,1071536.43,data/raw/train/46d41ff6__horizontal_well.csv,
train,46dfcfca,native_overlap_1_cluster_0026,native_overlap_1_cluster_0026,13,True,4921,3024765.93,1100029.49,3025275.46,1095418.04,3024992.77,1097859.49,3025010.094927861,1097849.2579211532,3024765.93,3025275.46,1095418.04,1100029.49,data/raw/train/46dfcfca__horizontal_well.csv,
train,47222616,native_overlap_1_cluster_0003,native_overlap_1_cluster_0003,41,True,5835,3010739.45,1092537.74,3008705.72,1097815.06,3009746.97,1095094.03,3009758.530947736,1095105.4801662425,3008705.72,3010739.45,1092537.74,1097815.06,data/raw/train/47222616__horizontal_well.csv,
train,47ee27ab,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,8274,2983420.07,1103283.37,2978421.19,1109081.94,2981129.26,1105961.74,2981102.6982269706,1105972.699854969,2978421.19,2983420.07,1103283.37,1109081.94,data/raw/train/47ee27ab__horizontal_well.csv,
train,481de5fc,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,7694,2924898.3,1016103.77,2920703.32,1021914.49,2922936.76,1018792.08,2922920.8469560784,1018804.971493371,2920703.32,2924898.3,1016103.77,1021914.49,data/raw/train/481de5fc__horizontal_well.csv,
train,48c1f673,native_overlap_1_cluster_0023,native_overlap_1_cluster_0023,13,True,4666,2998825.85,1128297.54,2995808.6,1131072.0,2997527.05,1129503.0,2997491.4338684008,1129523.1378525475,2995808.6,2998825.85,1128297.54,1131072.0,data/raw/train/48c1f673__horizontal_well.csv,
train,4936af16,native_overlap_1_cluster_0008,native_overlap_1_cluster_0008,28,True,5559,2990829.81,1120179.45,2991103.46,1114984.91,2990976.09,1117758.16,2990958.9693128197,1117741.6445727667,2990817.72,2991103.46,1114984.91,1120179.45,data/raw/train/4936af16__horizontal_well.csv,
train,493b5b31,native_overlap_1_cluster_0035,native_overlap_1_cluster_0035,7,True,6884,3033320.13,1095096.57,3037821.26,1090786.59,3035331.9,1093156.85,3035360.4865165534,1093134.1874811137,3033318.15,3037821.26,1090786.59,1095096.57,data/raw/train/493b5b31__horizontal_well.csv,
train,49dbc14c,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,5198,2910241.17,1046790.51,2913367.87,1043006.64,2911734.31,1045024.17,2911723.6127087357,1045001.1182108537,2910241.17,2913367.87,1043006.64,1046790.51,data/raw/train/49dbc14c__horizontal_well.csv,
train,4a035ec2,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,4522,3005821.68,1077206.14,3008106.63,1073867.72,3006847.17,1075742.38,3006866.74147059,1075714.812368421,3005821.28,3008106.63,1073867.72,1077206.43,data/raw/train/4a035ec2__horizontal_well.csv,
train,4a335117,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,6727,2912761.4,1049034.58,2916708.23,1044265.41,2914551.47,1046837.3,2914575.4522476555,1046825.0816827682,2912761.4,2916708.23,1044265.41,1049034.58,data/raw/train/4a335117__horizontal_well.csv,
train,4a8ecc0b,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,7374,3006400.36,1097635.87,3004017.47,1104041.7,3005340.56,1100605.68,3005331.2720748563,1100626.3523867636,3004017.47,3006401.04,1097635.87,1104041.7,data/raw/train/4a8ecc0b__horizontal_well.csv,
train,4b462989,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,4738,2928846.44,1055851.94,2925934.36,1059054.77,2927512.75,1057297.13,2927514.7276424645,1057328.2967982255,2925934.36,2928846.44,1055851.94,1059054.77,data/raw/train/4b462989__horizontal_well.csv,
train,4b831d20,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,9433,3011029.44,1074908.41,3007914.33,1083023.74,3009608.63,1078628.84,3009595.065501967,1078658.4731252028,3007914.33,3011029.44,1074908.41,1083023.74,data/raw/train/4b831d20__horizontal_well.csv,
train,4c2208f5,native_overlap_1_cluster_0034,native_overlap_1_cluster_0034,7,True,7248,3037030.09,1089075.48,3032035.15,1093657.63,3034684.12,1091190.98,3034678.5598551333,1091212.774879968,3032035.15,3037030.09,1089075.48,1093657.63,data/raw/train/4c2208f5__horizontal_well.csv,
train,4c3168cf,native_overlap_1_cluster_0016,native_overlap_1_cluster_0016,19,True,5959,3011624.07,1115513.04,3011525.13,1121099.01,3011581.8,1118126.41,3011570.3348380555,1118140.8296744458,3011505.86,3011625.84,1115512.99,1121099.01,data/raw/train/4c3168cf__horizontal_well.csv,
train,4c3df468,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,6903,2883163.42,1019948.76,2887336.32,1014834.06,2885142.86,1017488.7,2885166.412882805,1017497.5823207351,2883163.42,2887336.32,1014834.06,1019948.76,data/raw/train/4c3df468__horizontal_well.csv,
train,4caa7289,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,6854,2904113.99,1031006.27,2899848.2,1035971.39,2902093.1,1033387.64,2902080.1547592627,1033387.5445739751,2899848.2,2904113.99,1031006.27,1035971.39,data/raw/train/4caa7289__horizontal_well.csv,
train,4cd1ac61,native_overlap_1_cluster_0007,native_overlap_1_cluster_0007,30,True,6709,3005776.5,1104489.14,3003572.88,1110131.12,3004767.52,1107010.93,3004747.35791474,1107038.540736324,3003572.88,3005791.63,1104489.14,1110131.12,data/raw/train/4cd1ac61__horizontal_well.csv,
train,4cecf7b3,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,7676,3011081.15,1098578.86,3007404.2,1104927.05,3009358.05,1101632.99,3009360.797192543,1101646.0578322057,3007404.2,3011081.15,1098578.47,1104927.05,data/raw/train/4cecf7b3__horizontal_well.csv,
train,4ddde4c1,native_overlap_1_cluster_0009,native_overlap_1_cluster_0009,28,True,6417,3007535.81,1129249.06,3006196.57,1134890.29,3006916.88,1131767.68,3006924.223953567,1131803.2266354975,3006196.57,3007538.56,1129247.78,1134890.29,data/raw/train/4ddde4c1__horizontal_well.csv,
train,4e050c92,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,5236,3012460.86,1110051.88,3012274.35,1105156.37,3012353.43,1107769.32,3012363.0952100805,1107755.2181130624,3012274.35,3012460.86,1105156.37,1110051.88,data/raw/train/4e050c92__horizontal_well.csv,
train,4ed93db6,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6496,3007332.06,1116661.89,3007503.19,1122574.2,3007430.13,1119330.67,3007421.9591132873,1119359.8514208707,3007331.58,3007503.19,1116661.89,1122574.2,data/raw/train/4ed93db6__horizontal_well.csv,
train,4f3eb9e9,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,5911,3005270.45,1116796.89,3005458.44,1122654.12,3005376.01,1119702.36,3005380.700536291,1119703.8918744787,3005270.06,3005464.36,1116796.89,1122654.12,data/raw/train/4f3eb9e9__horizontal_well.csv,
train,4f4ac5ce,native_overlap_1_cluster_0047,native_overlap_1_cluster_0047,1,False,6899,2899543.05,1024492.23,2895265.97,1029406.54,2897495.77,1026781.08,2897499.044393393,1026801.9995521086,2895265.97,2899543.05,1024491.72,1029406.54,data/raw/train/4f4ac5ce__horizontal_well.csv,
train,4f4afcc6,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7184,2905065.79,1031276.6,2909669.98,1026194.49,2907254.07,1028846.48,2907263.5128271137,1028841.1817942664,2905065.79,2909669.98,1026194.49,1031276.6,data/raw/train/4f4afcc6__horizontal_well.csv,
train,4f69febf,native_overlap_1_cluster_0006,native_overlap_1_cluster_0006,31,True,7599,2888828.01,1024912.59,2883996.43,1029791.63,2886699.38,1027129.82,2886648.7052638535,1027138.87538492,2883996.43,2888828.01,1024908.07,1029791.63,data/raw/train/4f69febf__horizontal_well.csv,
train,4fbe9c06,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7938,2907446.64,1038066.46,2912415.48,1032622.49,2909742.07,1035547.91,2909753.2916175434,1035529.6760078095,2907446.64,2912415.48,1032622.49,1038066.46,data/raw/train/4fbe9c06__horizontal_well.csv,
train,504c8b08,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,8012,2914904.32,1037730.82,2910075.7,1043411.65,2912665.78,1040363.09,2912654.6227895753,1040380.8502271591,2910075.7,2914904.32,1037730.82,1043411.65,data/raw/train/504c8b08__horizontal_well.csv,
train,511e1db0,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,5645,2936969.97,1063161.18,2940448.98,1059387.46,2938538.32,1061454.98,2938557.7143844017,1061432.479101859,2936969.97,2940448.98,1059387.46,1063161.18,data/raw/train/511e1db0__horizontal_well.csv,
train,512943b2,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6681,3004782.61,1117089.43,3004501.27,1110949.95,3004618.19,1114282.93,3004608.3473491985,1114259.5054916942,3004500.45,3004782.61,1110949.95,1117089.66,data/raw/train/512943b2__horizontal_well.csv,
train,5138a660,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,4829,3012680.87,1109802.8,3013461.2,1105196.78,3013072.3,1107572.77,3013042.8710809685,1107560.7993083468,3012680.87,3013461.2,1105196.78,1109802.8,data/raw/train/5138a660__horizontal_well.csv,
train,516088b7,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,8300,2984083.91,1103857.03,2978966.35,1109745.98,2981713.82,1106644.13,2981679.8507879395,1106636.6847313214,2978966.35,2984083.91,1103857.03,1109745.98,data/raw/train/516088b7__horizontal_well.csv,
train,521a7819,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7224,2907622.96,1037643.45,2903303.06,1042630.0,2905655.65,1039902.77,2905654.814861562,1039938.9504831107,2903303.06,2907622.96,1037643.45,1042630.0,data/raw/train/521a7819__horizontal_well.csv,
train,5254b6db,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,5115,2922137.02,1013673.41,2918638.18,1016684.59,2920532.36,1014970.52,2920525.3518709764,1015007.4274154464,2918638.18,2922137.02,1013673.41,1016684.59,data/raw/train/5254b6db__horizontal_well.csv,
train,529e88ca,native_overlap_1_cluster_0009,native_overlap_1_cluster_0009,28,True,5253,3005035.82,1136302.14,3001642.18,1139490.14,3003544.05,1137698.08,3003524.6481724684,1137729.9376984597,3001642.18,3005037.59,1136302.14,1139490.14,data/raw/train/529e88ca__horizontal_well.csv,
train,52f1e77a,native_overlap_1_cluster_0016,native_overlap_1_cluster_0016,19,True,6053,3023060.38,1121071.1,3022970.91,1115260.63,3023021.85,1118282.91,3023023.189707575,1118274.3533471038,3022970.91,3023063.96,1115260.63,1121071.1,data/raw/train/52f1e77a__horizontal_well.csv,
train,5305524b,native_overlap_1_cluster_0027,native_overlap_1_cluster_0027,11,True,6457,2890576.08,1027357.89,2886101.29,1031726.29,2888402.1,1029468.57,2888398.1075654374,1029477.6413659605,2886101.29,2890576.08,1027357.89,1031726.29,data/raw/train/5305524b__horizontal_well.csv,
train,53134831,native_overlap_1_cluster_0013,native_overlap_1_cluster_0013,22,True,7214,3025809.2,1121709.44,3025582.38,1115129.86,3025721.21,1118727.62,3025715.7273565177,1118698.0152619898,3025582.38,3025817.26,1115129.86,1121711.44,data/raw/train/53134831__horizontal_well.csv,
train,5397ceb1,native_overlap_1_cluster_0015,native_overlap_1_cluster_0015,20,True,6811,2990465.23,1089508.6,2992846.0,1083535.32,2991631.06,1086710.64,2991625.253553074,1086694.2199779805,2990460.75,2992846.0,1083535.32,1089508.6,data/raw/train/5397ceb1__horizontal_well.csv,
train,53f23031,native_overlap_1_cluster_0015,native_overlap_1_cluster_0015,20,True,10200,2984086.4,1085978.22,2988130.01,1077204.32,2985749.64,1081691.66,2985847.3213666505,1081724.2336568628,2984086.4,2988130.01,1077204.32,1085981.27,data/raw/train/53f23031__horizontal_well.csv,
train,543198e8,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,8311,2924232.47,1055879.32,2919016.26,1061631.07,2921822.02,1058582.09,2921800.24518712,1058586.8452568864,2919016.26,2924232.47,1055879.32,1061631.07,data/raw/train/543198e8__horizontal_well.csv,
train,54753541,native_overlap_1_cluster_0017,native_overlap_1_cluster_0017,19,True,5679,2943312.1,1065913.58,2946936.2,1061891.72,2945027.52,1063982.84,2945053.3770699184,1063992.6382761053,2943312.1,2946936.2,1061891.72,1065913.58,data/raw/train/54753541__horizontal_well.csv,
train,54a7e3c2,native_overlap_1_cluster_0020,native_overlap_1_cluster_0020,15,True,7893,2972461.75,1095660.61,2967524.27,1101312.98,2970092.19,1098323.3,2970081.050666403,1098330.6177042963,2967524.27,2972461.75,1095660.51,1101312.98,data/raw/train/54a7e3c2__horizontal_well.csv,
train,5542c301,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,5433,2929211.21,1056030.78,2925959.29,1059538.11,2927812.72,1057560.01,2927776.4808724388,1057585.4930204311,2925959.29,2929211.21,1056030.78,1059538.11,data/raw/train/5542c301__horizontal_well.csv,
train,5567d551,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,8390,2991203.87,1101645.93,2986980.34,1108497.08,2989162.92,1104924.52,2989164.940893939,1104934.8986031006,2986980.34,2991203.87,1101645.93,1108497.08,data/raw/train/5567d551__horizontal_well.csv,
train,55efee7f,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,6577,2937490.0,1056605.79,2933488.85,1061250.96,2935610.34,1058744.53,2935610.2908362444,1058771.9647711718,2933488.85,2937490.0,1056605.37,1061250.96,data/raw/train/55efee7f__horizontal_well.csv,
train,5663b2b7,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,6907,2923616.01,1016054.69,2919787.58,1021007.29,2921900.12,1018282.21,2921874.761675112,1018306.6291848834,2919787.58,2923616.01,1016054.38,1021007.29,data/raw/train/5663b2b7__horizontal_well.csv,
train,5693dde2,native_overlap_1_cluster_0013,native_overlap_1_cluster_0013,22,True,4846,3019461.92,1113877.4,3022463.89,1110468.74,3020858.99,1112274.55,3020865.117032598,1112263.135119686,3019461.92,3022463.89,1110468.74,1113877.4,data/raw/train/5693dde2__horizontal_well.csv,
train,56b00794,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,7293,2917598.87,1045653.1,2922689.25,1040784.27,2920038.76,1043285.45,2920055.976282732,1043294.6454709994,2917598.87,2922689.25,1040784.27,1045653.1,data/raw/train/56b00794__horizontal_well.csv,
train,57796579,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,7622,2939731.33,1058679.44,2935117.1,1064085.03,2937589.91,1061193.2,2937573.229206255,1061205.164981631,2935117.1,2939731.33,1058678.45,1064085.03,data/raw/train/57796579__horizontal_well.csv,
train,577eec7c,native_overlap_1_cluster_0031,native_overlap_1_cluster_0031,8,True,6085,2861125.39,1042585.59,2864795.39,1038265.66,2862848.15,1040594.55,2862840.8002021406,1040565.1667921088,2861125.39,2864795.39,1038265.66,1042585.59,data/raw/train/577eec7c__horizontal_well.csv,
train,57f05c51,native_overlap_1_cluster_0035,native_overlap_1_cluster_0035,7,True,6478,3033697.47,1095261.42,3037914.21,1091162.32,3035590.5,1093410.77,3035618.683769685,1093397.070793458,3033690.27,3037914.21,1091162.32,1095270.65,data/raw/train/57f05c51__horizontal_well.csv,
train,58850d2c,native_overlap_1_cluster_0026,native_overlap_1_cluster_0026,13,True,6918,3026353.98,1093245.4,3026094.24,1099615.44,3026378.89,1096171.62,3026360.77493641,1096197.1687033821,3026094.24,3026567.88,1093245.4,1099615.44,data/raw/train/58850d2c__horizontal_well.csv,
train,58fa8486,native_overlap_1_cluster_0014,native_overlap_1_cluster_0014,22,True,6126,2922444.62,1014063.65,2918614.32,1018144.11,2920712.35,1015919.34,2920700.315478286,1015942.0151469162,2918614.32,2922444.62,1014063.65,1018144.11,data/raw/train/58fa8486__horizontal_well.csv,
train,591cc951,native_overlap_1_cluster_0019,native_overlap_1_cluster_0019,16,True,6669,2938151.92,1057201.19,2934143.98,1061810.8,2936346.57,1059315.92,2936314.079644624,1059323.7413390283,2934143.98,2938151.92,1057201.19,1061810.8,data/raw/train/591cc951__horizontal_well.csv,
train,593876b6,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,6366,3006910.23,1116908.12,3006319.58,1110884.86,3006658.48,1114046.0,3006654.010205776,1114035.0150895372,3006319.58,3006913.25,1110884.86,1116908.12,data/raw/train/593876b6__horizontal_well.csv,
train,59f8b2e8,native_overlap_1_cluster_0033,native_overlap_1_cluster_0033,8,True,5668,2899425.27,1011535.4,2904471.8,1009969.84,2901764.69,1010784.15,2901782.8284262465,1010784.1012949937,2899425.27,2904471.8,1009969.84,1011535.42,data/raw/train/59f8b2e8__horizontal_well.csv,
train,5a1a8fd8,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,6814,3000635.47,1102190.54,3002892.36,1096255.18,3001675.65,1099430.24,3001701.3655180493,1099421.387157324,3000635.47,3002892.36,1096255.18,1102190.54,data/raw/train/5a1a8fd8__horizontal_well.csv,
train,5a5269a9,native_overlap_1_cluster_0002,native_overlap_1_cluster_0002,53,True,8053,2993448.05,1114598.23,2996266.03,1107435.84,2994809.31,1111177.18,2994795.5221221833,1111162.0781149892,2993447.96,2996266.03,1107435.84,1114598.23,data/raw/train/5a5269a9__horizontal_well.csv,
train,5a5d1982,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,5446,2907405.34,1034469.25,2910703.12,1030828.76,2908876.17,1032841.54,2908901.5349192047,1032827.4611072356,2907404.18,2910703.12,1030828.76,1034470.67,data/raw/train/5a5d1982__horizontal_well.csv,
train,5a63b5d1,native_overlap_1_cluster_0033,native_overlap_1_cluster_0033,8,True,8052,2885377.08,1007282.81,2887165.81,1014618.89,2886210.45,1010711.53,2886210.889843521,1010729.2679371586,2885373.33,2887165.81,1007280.17,1014618.89,data/raw/train/5a63b5d1__horizontal_well.csv,
train,5aa03df7,native_overlap_1_cluster_0038,native_overlap_1_cluster_0038,3,True,6752,2977330.09,1091388.67,2980496.35,1086199.96,2978805.8,1089114.19,2978825.286242597,1089082.5762885045,2977327.43,2980496.35,1086199.96,1091391.04,data/raw/train/5aa03df7__horizontal_well.csv,
train,5aa403d0,native_overlap_1_cluster_0011,native_overlap_1_cluster_0011,26,True,4702,2928293.68,1055361.95,2925377.44,1058573.53,2926961.74,1056847.61,2926943.507477672,1056853.9164780916,2925377.44,2928293.68,1055361.95,1058573.53,data/raw/train/5aa403d0__horizontal_well.csv,
train,5aef5c6c,native_overlap_1_cluster_0048,native_overlap_1_cluster_0048,1,False,4853,2967831.42,1074473.8,2970349.74,1070956.29,2968964.38,1072944.24,2968974.5196476313,1072911.751269316,2967828.04,2970349.74,1070956.29,1074473.8,data/raw/train/5aef5c6c__horizontal_well.csv,
train,5b7b6324,native_overlap_1_cluster_0010,native_overlap_1_cluster_0010,27,True,8197,2996115.52,1063747.16,2993251.57,1071186.92,2994723.73,1067367.01,2994729.47814565,1067375.7023179221,2993251.57,2996115.52,1063747.16,1071186.92,data/raw/train/5b7b6324__horizontal_well.csv,
train,5bd25f59,native_overlap_1_cluster_0023,native_overlap_1_cluster_0023,13,True,6120,2998878.2,1127584.36,2994828.06,1131317.12,2997081.36,1129259.96,2997058.0365457553,1129285.7997222198,2994828.06,2998878.44,1127584.36,1131317.12,data/raw/train/5bd25f59__horizontal_well.csv,
train,5beded95,native_overlap_1_cluster_0012,native_overlap_1_cluster_0012,25,True,4779,2982847.3,1102626.64,2985668.24,1099441.67,2984093.96,1101234.37,2984115.5173906595,1101210.4235509518,2982846.96,2985668.24,1099441.67,1102630.72,data/raw/train/5beded95__horizontal_well.csv,
train,5cb483ac,native_overlap_1_cluster_0004,native_overlap_1_cluster_0004,38,True,5206,3012092.11,1110083.71,3011891.49,1105168.12,3012002.41,1107764.02,3012004.7650864357,1107753.4465904692,3011891.49,3012092.11,1105168.12,1110083.71,data/raw/train/5cb483ac__horizontal_well.csv,
train,5cdd8dbc,native_overlap_1_cluster_0005,native_overlap_1_cluster_0005,31,True,5751,2913703.26,1041861.43,2910171.02,1045610.03,2912002.08,1043397.03,2912025.9782420443,1043467.6647348255,2910171.02,2913703.26,1041861.43,1045610.03,data/raw/train/5cdd8dbc__horizontal_well.csv,
train,5d11dfb5,native_overlap_1_cluster_0037,native_overlap_1_cluster_0037,6,True,7643,2981463.46,1052218.79,2980788.14,1059300.45,2981043.14,1055494.04,2981092.410112522,1055520.6489114237,2980788.14,2981463.46,1052218.79,1059300.45,data/raw/train/5d11dfb5__horizontal_well.csv,
train,5d7198fd,native_overlap_1_cluster_0013,native_overlap_1_cluster_0013,22,True,4797,3020596.45,1105366.85,3017586.28,1108998.16,3019158.71,1107199.82,3019135.8623660696,1107182.2583427127,3017586.28,3020596.45,1105366.85,1108998.16,data/raw/train/5d7198fd__horizontal_well.csv,
train,5def1ce5,native_overlap_1_cluster_0001,native_overlap_1_cluster_0001,71,True,7997,2906205.48,1036973.65,2911263.45,1031315.27,2908622.54,1034308.52,2908632.7160722828,1034301.1821045374,2906204.16,2911263.45,1031315.27,1036973.65,data/raw/train/5def1ce5__horizontal_well.csv,
