well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y
811f52b3,d2f3b1ab,448.1472387509721,448.2364131793962,178.64769001681933,178.89934243841265,179.0571448367993,10740.0,11784.0,292,1042,2906984.87,1031923.86,2906652.13,1031623.66,6104.991928258353,6733.943528512642,1838,6673,1437,7017,2906987.63,1031921.75,2903018.88,1036560.71,2906135.93,1032189.28,2910633.09,1027177.14
173ed841,e46f4ef4,448.25296987321616,448.25296987321616,166.07600627516203,166.20426858004177,161.98619790442467,18735.0,20819.0,6529,8929,3020183.5,1087282.95,3019815.13,1087538.36,6004.193497964483,8383.447124786895,1647,6529,1735,8929,3023696.19,1082413.52,3020183.5,1087282.95,3016690.68,1095317.82,3019815.13,1087538.36
739a914f,8382f4b6,450.0538165595496,450.064318292677,177.21074996714984,179.92331288253712,176.123754104812,10900.0,12435.0,228,1276,3009262.83,1117337.98,3009712.86,1117342.61,6628.683788822584,6425.997665016521,1814,7318,1713,6679,3009261.66,1117336.97,3008766.85,1110726.78,3009767.64,1116305.11,3009934.92,1122728.93
1285a37b,ab18d3fc,451.5802853314488,451.5802853314488,167.93989211282118,166.5817957348719,171.3526096033068,19408.0,18912.0,7402,7336,3013034.56,1086497.92,3013143.27,1086936.22,6889.553826083416,6829.180451635495,1806,7402,1643,7336,3016347.95,1080457.44,3013034.56,1086497.92,3008680.38,1092105.39,3013143.27,1086936.22
3bfee975,b0f53bf4,452.8522793361525,452.8522793361525,156.86668248646222,156.82534912689164,167.299137504849,11592.0,11663.0,0,0,3000380.78,1090364.59,2999945.15,1090240.89,4785.82581531157,4056.2346034716334,1485,5087,1447,4201,3000380.78,1090364.59,3002069.7,1085886.68,2999945.15,1090240.89,2997137.75,1093168.61
67a8da4a,ee0300f7,455.6346559469938,455.6346559469938,168.06759358863638,168.38502524587028,169.89210589849353,18771.0,17985.0,6644,6160,3019244.84,1086904.59,3018837.38,1087108.5,6126.16546532183,5666.056213646287,1734,6644,1617,6160,3022553.42,1081748.7,3019244.84,1086904.59,3016829.37,1092406.81,3018837.38,1087108.5
26d3a96a,e46f4ef4,455.6371110874078,455.6371110874078,167.68662029165728,167.67116745444548,167.12160816642032,18482.0,20819.0,6464,8929,3019706.06,1087095.97,3019815.13,1087538.36,5978.058799217251,8383.447124786895,1744,6464,1735,8929,3023065.81,1082151.35,3019706.06,1087095.97,3016690.68,1095317.82,3019815.13,1087538.36
43b06c70,512943b2,456.18971601725127,456.18971601725127,157.25109987901055,158.28076750969706,161.03272371959198,17869.0,17466.0,6589,6680,3004283.6,1110549.04,3004501.27,1110949.95,6058.52422764822,6145.922783927544,1744,6589,1652,6680,3006368.17,1104860.43,3004283.6,1110549.04,3004782.61,1117089.43,3004501.27,1110949.95
6d1d74e1,aff4e561,459.19053670589807,459.2466210001184,179.0551332938832,179.0854731341075,179.8962891598907,10731.0,11097.0,172,857,2883522.53,1020202.87,2883853.24,1020521.44,7055.193462889581,7240.553306294961,1486,7315,1697,7722,2883492.86,1020229.0,2888081.38,1014869.78,2884117.5,1020241.93,2879318.37,1025663.55
29de15c8,9e3e364d,460.25866825084444,460.399504452233,178.9579689753039,179.86435401432243,179.43134344122853,11287.0,12355.0,200,963,3012497.42,1115401.09,3012953.73,1115461.25,4710.831428038878,5510.486648935838,1733,5163,1519,5808,3012493.66,1115394.36,3012246.63,1120098.71,3012924.15,1116138.85,3013112.99,1110631.6
4f4ac5ce,b19b0395,460.483019882427,460.48790298994567,178.56886483048484,178.1410444423604,179.8056314567285,11643.0,11052.0,1071,354,2899058.99,1024992.76,2898723.95,1024676.86,6514.894941785109,6906.097057788954,1737,6898,1383,7195,2899543.05,1024492.23,2895265.97,1029406.54,2898633.07,1024767.78,2903295.67,1019673.24
4a335117,b4d8dd4f,462.448637688394,462.4769729399853,177.88003446862103,178.54478104279048,172.70010041951036,10487.0,16154.0,291,5908,2912774.6,1049031.41,2913152.84,1049297.48,6190.512865490306,5354.515239328611,1712,6726,1650,5908,2912761.4,1049034.58,2916708.23,1044265.41,2916716.93,1045301.47,2913152.84,1049297.48
944f36b9,ae8959c3,462.815460415938,462.8216287080445,152.1930980394811,151.8051423119231,10.526288899042093,10496.0,9835.0,76,2,2998626.15,1127695.05,2998178.63,1127577.05,5744.616698066058,5993.323190751526,1405,6034,2127,6644,2998625.6,1127700.18,3000575.79,1122296.72,2998178.62,1127577.07,2993749.14,1131614.35
6ede926a,87aa3730,463.58721434056685,463.6137212163479,178.61220647567043,178.75548563724067,59.35746569499746,10785.0,10751.0,194,72,2904372.35,1031243.25,2904793.93,1031050.42,6129.944754759192,6897.593328842994,1683,6620,1686,7292,2904371.19,1031245.68,2900385.61,1035903.08,2904795.43,1031050.31,2909405.73,1025919.82
29b24409,a7744f5b,464.18971509486386,464.2435567675751,178.40731963234225,178.48271189075476,1.2797098578974397,10640.0,11726.0,110,1181,2907561.61,1034503.47,2907225.31,1034183.51,6910.248399884159,5542.818432142501,1830,7416,1640,6016,2907560.77,1034505.75,2903080.61,1039766.9,2906749.56,1034714.9,2910459.07,1030596.36
9df1b1f9,9e3e364d,466.50257759198183,466.50257759198183,154.51918388208634,153.60157645472384,151.44795222989575,18085.0,17200.0,6443,5808,3013241.09,1110183.03,3013112.99,1110631.6,5922.3202245827615,5510.486648935838,1743,6443,1519,5808,3015970.64,1104927.23,3013241.09,1110183.03,3012924.15,1116138.85,3013112.99,1110631.6
f5859199,f88ddb26,466.6166941933656,466.6166941933656,158.83571673006392,158.6691801375013,160.3882918327235,19226.0,17922.0,7437,6584,2986002.8,1058494.54,2985626.32,1058770.21,6904.416467870559,6109.798342416895,1648,7437,1595,6584,2988475.97,1052048.27,2986002.8,1058494.54,2985644.93,1064879.98,2985626.32,1058770.21
91abc4c7,d24ff243,466.6440913589073,466.70725771063485,178.58171565572488,178.1937946903139,179.94946309129244,11446.0,11164.0,963,515,2900205.31,1025861.87,2899877.53,1025529.73,7274.669451102148,6754.3916253427005,1939,7786,1475,7115,2900536.62,1025532.93,2895759.2,1031019.01,2899718.79,1025651.9,2904279.25,1020669.53
276b012a,67847288,466.69381011533727,466.69381011533727,170.55229589945463,170.70173780501923,163.6144446325004,12075.0,11878.0,0,0,3008735.87,1073909.23,3009099.27,1074202.05,5989.192640089203,8677.860477905797,1454,6290,1745,9173,3008735.87,1073909.23,3012385.11,1069160.18,3009099.27,1074202.05,3005013.03,1081857.63
25050f63,da3bfe4e,466.7900189593402,466.7900189593402,177.91996515001344,178.24100299961228,139.82731116604242,10268.0,10462.0,0,0,2889117.77,1025198.87,2888923.34,1024774.5,6822.657276787518,6803.336420977637,1031,7154,1558,7106,2889117.77,1025198.87,2884459.11,1030183.4,2888923.34,1024774.5,2893746.15,1019975.97
62a6f539,e85074c5,466.927381184574,466.94554821733857,174.02642457973926,173.8904717520176,166.9326998998395,10453.0,11104.0,1,654,2918488.0,1045923.03,2918160.72,1045590.0,4774.469241727227,6754.748974617945,1560,5252,1561,7235,2918488.01,1045923.03,2915403.3,1049567.22,2918025.57,1045733.64,2922902.56,1041060.14
7b38844c,d273674e,467.44865097675375,467.44865097675375,154.11371202784503,154.2576823939522,154.79481721519053,16766.0,16992.0,5196,5737,3011521.83,1105178.29,3011767.85,1104780.82,4907.23637698438,5100.133654033138,1448,5196,1839,5737,3011808.43,1110077.15,3011521.83,1105178.29,3013722.72,1100070.21,3011767.85,1104780.82
1550491d,bd6f0e19,469.1427298808681,469.1427298808681,179.71124620376727,179.06754424766663,177.1565623020098,17374.0,17573.0,5928,6978,3005938.83,1116436.5,3005655.06,1116810.09,5765.992040204361,6455.528022539988,1366,5928,1839,6978,3005612.32,1110679.76,3005938.83,1116436.5,3005988.13,1123257.02,3005655.06,1116810.09
95c8427f,bf39bc20,469.7744923897488,469.8245614055983,179.56504202980085,178.91209002610697,179.80201583668762,11923.0,14050.0,1513,3593,2914325.01,1039016.76,2914688.57,1039314.27,7520.3411420294215,4528.747450697674,1716,8050,1744,5046,2914922.43,1038222.06,2910102.0,1043994.32,2912731.02,1041687.95,2915607.41,1038189.96
d50c649a,ea41324e,469.8410633396777,469.8410633396777,158.29296137294637,158.18800277579615,162.21233717949542,17922.0,17644.0,6547,6838,3003950.74,1110204.53,3003748.36,1110628.55,6123.165558075269,6421.78574868389,1675,6547,1814,6838,3006123.94,1104479.99,3003950.74,1110204.53,3003851.34,1117049.51,3003748.36,1110628.55
5a5d1982,cdc60a53,472.86793346588644,472.88161753248176,178.25348075782804,178.40701146754643,178.72948241674345,11138.0,10609.0,595,94,2907498.32,1034406.59,2907831.24,1034742.4,4912.0790271026435,7122.335454975451,1552,5445,1753,7630,2907405.34,1034469.25,2910703.12,1030828.76,2907832.98,1034740.78,2903214.42,1040162.64
84815d5a,9426ec1e,473.0029524221375,473.0029524221375,162.52923621609332,162.5713430774204,162.34134187575705,16647.0,15643.0,5285,3922,3012573.8,1104763.28,3012870.83,1105131.39,4804.549146319819,3666.722550180195,1639,5285,1391,3922,3014337.43,1100294.13,3012573.8,1104763.28,3012610.93,1108788.89,3012870.83,1105131.39
56b00794,e97032ad,475.14277990935796,475.3003140119251,175.41753759603327,176.05526124656117,136.7554279806157,11674.0,10171.0,986,0,2918118.92,1045120.86,2918442.19,1045469.08,7043.967214098775,5042.210241788665,1228,7292,2124,5653,2917598.87,1045653.1,2922689.25,1040784.27,2918442.19,1045469.08,2915088.49,1049234.26
56b00794,e7c36e81,475.14277990935796,475.3003140119251,174.388458844246,174.5761348124524,136.7554279806157,11674.0,10171.0,986,0,2918118.92,1045120.86,2918442.19,1045469.08,7043.967214098775,5054.200573038311,1228,7292,2124,5654,2917598.87,1045653.1,2922689.25,1040784.27,2918442.19,1045469.08,2915148.84,1049302.98
b85f7b06,e4726608,475.8666083053904,475.8689089445516,179.96599954360562,178.71920319886277,40.17046383547501,11260.0,11195.0,0,22,3011927.04,1115363.2,3011451.96,1115390.55,5050.844166275567,5895.772158971317,1650,5452,1535,6267,3011927.04,1115363.2,3012005.16,1110312.96,3011451.89,1115390.38,3011364.2,1121285.5
7d50373e,e737965a,476.3935957797001,476.57266812076557,178.72701762251734,178.42428697532483,179.84541300722364,11559.0,11022.0,806,433,2900554.88,1025731.85,2900209.29,1025403.95,6211.713457155149,7303.043825652138,1372,6493,1739,7693,2900198.34,1026121.53,2904406.87,1021552.76,2900286.09,1025301.18,2895458.72,1030781.23
4c3168cf,877ed19c,476.9510738008968,476.95665977113646,177.90336628882233,177.9038002303343,3.767123900956692,11229.0,11142.0,52,154,3011624.43,1115513.1,3012067.21,1115335.82,5586.846155435074,5040.269735887232,1625,5958,1923,5630,3011624.07,1115513.04,3011525.13,1121099.01,3012065.98,1115332.04,3012339.55,1110299.2
3d96d897,8bb9c1e6,477.14132633862715,477.23094042603225,178.6301959317999,178.37278268855488,179.9856028488116,11848.0,10794.0,1132,275,2906371.76,1031386.44,2906757.94,1031666.67,6770.781905821704,5877.506581978289,1488,7146,1836,6381,2905871.73,1031971.26,2910383.72,1026922.95,2906762.86,1031663.8,2902952.02,1036138.46
1a518997,85380836,478.1138392684057,478.14297872061144,178.19906323356406,178.35915549089165,179.90491212880815,10615.0,12814.0,237,2279,2907746.25,1039357.29,2907383.52,1039045.81,5991.130536868663,7733.241335856539,1938,6543,1557,8174,2907746.15,1039359.82,2911796.42,1034945.19,2908570.58,1037635.38,2903524.23,1043495.19
7c607683,fbd68d27,478.31077941045663,478.39060295983046,178.72890721495233,178.31635872967502,141.73000962119548,11900.0,10590.0,1559,0,2907924.37,1039444.83,2907556.01,1039139.72,6430.130361555815,8148.962381812816,1673,7000,1723,8551,2908573.41,1038688.21,2904399.46,1043579.5,2907556.01,1039139.72,2912981.9,1033059.81
865033f8,aee6393a,478.46888603143833,478.6222414389035,173.71339950717004,173.7568741878084,168.81201211182326,11249.0,10730.0,886,0,2917743.69,1045761.49,2918100.14,1046080.67,4781.052152664815,6920.686982113914,1746,5302,1281,7145,2917984.7,1045478.8,2914852.21,1049090.72,2918100.14,1046080.67,2923179.74,1041380.29
1a68190b,a3f71395,478.72685322624534,478.7358237066288,166.0736437546875,166.2801520009968,177.18766599437143,12928.0,12347.0,824,0,2948101.73,1014765.66,2947635.85,1014655.5,5914.736013331329,6790.487189370295,2028,6501,1497,7039,2948036.47,1015031.88,2949518.9,1009305.93,2947635.85,1014655.5,2944401.82,1020626.41
2acc78d4,a79fd2e7,479.213254094647,479.36703787376916,179.9699592532183,178.3322105246198,179.79991539445527,17188.0,12346.0,6042,1246,3008480.21,1105367.69,3008001.23,1105382.64,5543.28095572478,5713.523093372293,1843,6108,1923,6326,3008523.0,1110844.86,3008478.21,1105301.76,3007934.43,1104742.53,3007977.6,1110455.89
c9578d27,f9fc81aa,480.0729174823763,480.1741161285887,178.97706470882326,179.34100833590807,179.61701939303245,11445.0,11426.0,730,738,2906244.24,1031756.02,2905882.18,1031440.77,5814.182087843481,6777.184737042304,1715,6201,1515,7112,2906480.72,1031486.06,2902675.37,1035881.97,2905604.12,1031745.12,2910130.52,1026701.12
16e4a047,e748dd88,480.85248351229546,480.85248351229546,177.54367738300272,177.3767499895173,130.0192273570643,11356.0,17862.0,0,6263,3012880.98,1100048.37,3012522.2,1099728.22,5192.773781727733,5866.785313448891,1553,5683,1452,6263,3012880.98,1100048.37,3010854.87,1104829.56,3010003.7,1105026.93,3012522.2,1099728.22
445af6c2,8f201368,481.1312943469437,481.18181054588183,179.0622414749794,178.96438564870752,165.1707472427758,11865.0,10387.0,1568,0,2907921.22,1037060.32,2908282.12,1037378.5,7437.787933102292,7633.366417177954,1957,7997,1802,8150,2907267.82,1037843.06,2912184.29,1032261.93,2908282.12,1037378.5,2903330.79,1043188.2
060ab2b8,7d50373e,483.4394593949766,483.52103594377286,177.77140483903884,178.03666180513977,177.7219388771909,10652.0,11744.0,264,991,2901024.56,1025944.7,2900685.11,1025600.48,7263.5878280638735,6211.713457155149,1560,7817,1372,6493,2901028.92,1025943.05,2896319.2,1031472.81,2900198.34,1026121.53,2904406.87,1021552.76
1b6ba517,dc5fbe29,484.6912024165849,484.7195729494728,179.69949037022033,179.62375277357768,179.89698310811036,13766.0,17078.0,2376,5780,2925079.98,1018577.9,2925479.27,1018852.66,7953.963965382246,6107.858915078126,2014,8610,1352,6554,2926065.5,1017159.79,2921424.35,1023619.3,2922389.41,1023201.15,2925927.29,1018222.26
79507629,df73b8f3,484.79870503138494,484.79870503138494,178.7374414024511,179.7542125473705,133.69804731604737,11484.0,11733.0,0,0,3001572.69,1071450.28,3002004.89,1071669.9,6642.447673696586,6623.568059407195,2018,7319,1839,7149,3001572.69,1071450.28,2997631.16,1076796.91,3002004.89,1071669.9,3005816.79,1066253.16
ab94878e,ce8399b7,485.17757872768254,485.1877890053985,178.011745927841,178.72014169734715,178.44086354083362,16116.0,10328.0,5699,296,2936608.87,1062834.27,2936975.97,1063151.5,7132.689538315597,2934.95179057505,1648,7651,1933,3547,2939991.51,1058906.07,2935373.71,1064342.17,2936969.6,1063164.07,2938946.19,1060994.5
511e1db0,ab94878e,485.2068162133669,485.2351594845601,177.67377569527625,177.981038831529,178.44086353978088,10328.0,16116.0,187,5699,2936976.0,1063151.51,2936608.87,1062834.27,5132.686744629778,7132.689538315597,1824,5644,1648,7651,2936969.97,1063161.18,2940448.98,1059387.46,2939991.51,1058906.07,2935373.71,1064342.17
27300fd5,ab18d3fc,486.56752470747483,486.56752470747483,169.70077167701777,168.2408340793184,171.5426157241193,19284.0,18912.0,7385,7336,3012822.02,1086570.78,3013143.27,1086936.22,6960.491241816237,6829.180451635495,1919,7385,1643,7336,3016355.47,1080573.85,3012822.02,1086570.78,3008680.38,1092105.39,3013143.27,1086936.22
25fd32b3,b4d8dd4f,486.70114659816613,486.70114659816613,178.5826528091901,178.26189444954846,165.811041314702,10551.0,10246.0,0,0,2916966.99,1044883.92,2916716.93,1045301.47,4245.809145239366,5354.515239328611,1661,4545,1650,5908,2916966.99,1044883.92,2919713.86,1041646.39,2916716.93,1045301.47,2913152.84,1049297.48
4f3eb9e9,512943b2,487.6101985196035,487.67197869070486,179.21457054760697,179.695726761008,70.47949216934566,11692.0,10786.0,333,0,3005270.22,1117089.87,3004782.61,1117089.43,5860.2460283679575,6145.922783927544,1214,5910,1652,6680,3005270.45,1116796.89,3005458.44,1122654.12,3004782.61,1117089.43,3004501.27,1110949.95
d40f61d5,df8290be,489.1070918520702,489.1677590562342,177.92217963952254,178.00209852973043,179.08054288926073,11865.0,10874.0,1504,441,2909830.77,1039171.77,2910195.5,1039497.65,5345.018035442033,5224.692773790354,1841,5879,1703,5674,2909166.73,1039885.24,2912802.39,1035967.18,2910259.05,1039434.25,2906846.43,1043390.44
3ef6372a,9dfff011,489.3845237643207,489.3845237643207,155.65584915048555,153.73881686119324,148.66629497489743,17018.0,16838.0,6665,6066,2985109.22,1096526.76,2984935.86,1096069.11,6074.459838512617,5482.7748458058995,1939,6665,1748,6066,2981085.98,1101077.87,2985109.22,1096526.76,2986551.03,1090829.64,2984935.86,1096069.11
2e29e833,52f1e77a,491.7138749310224,491.7138749310224,179.2463446117726,179.37730425596877,177.7421002292858,18851.0,17609.0,7253,6052,3023300.59,1114895.81,3022970.91,1115260.63,6780.857058639501,5811.158791652689,1826,7253,1611,6052,3023285.38,1108114.97,3023300.59,1114895.81,3023060.38,1121071.1,3022970.91,1115260.63
4f4afcc6,e45a2a62,492.357078754601,492.3754155112639,178.4722566206212,178.67733111954968,179.1052918423253,11786.0,10712.0,1121,68,2905607.99,1030683.81,2905952.48,1031035.58,6857.580302716064,6301.7364069595415,1539,7183,1690,6696,2905065.79,1031276.6,2909669.98,1026194.49,2905952.7,1031035.87,2901847.72,1035817.19
18d24f7b,6a0ff78e,492.43374468043476,492.53473745503936,179.2170564007373,179.59998437631972,179.69126765936937,10767.0,11384.0,135,739,2907092.7,1037231.95,2906758.43,1036870.35,5887.033119772818,7586.35826613149,1702,6259,1425,7889,2907112.12,1037221.71,2903234.94,1041651.68,2906424.06,1037169.13,2911497.95,1031529.23
699ea575,7b38844c,492.591303414824,492.591303414824,153.70852794173348,154.05348089064665,150.40354382639768,17217.0,16766.0,5473,5196,3011171.72,1104831.78,3011521.83,1105178.29,5283.414944796399,4907.23637698438,1354,5473,1448,5196,3013231.3,1099966.33,3011171.72,1104831.78,3011808.43,1110077.15,3011521.83,1105178.29
4e050c92,84815d5a,494.1558970607338,494.1558970607338,156.28285130021862,156.37471144909927,153.6667714585816,16817.0,16647.0,5235,5285,3012274.35,1105156.37,3012573.8,1104763.28,4899.061557094147,4804.549146319819,1531,5235,1639,5285,3012460.86,1110051.88,3012274.35,1105156.37,3014337.43,1100294.13,3012573.8,1104763.28
198a5607,a612d5a0,494.2678056481135,494.41930838123693,179.88158852056145,179.79465144274906,179.90387502117989,11398.0,11159.0,1107,857,2971779.83,1095773.96,2971448.82,1095406.9,7484.06269820082,6633.5302764136995,1843,8093,1831,7159,2972177.06,1095445.9,2967217.81,1101050.99,2971171.16,1095634.05,2975577.07,1090675.05
8d5d46d7,e6c55748,494.9598433205517,494.97557858950773,178.93211223841064,177.5175319042774,177.81141214725685,10751.0,13254.0,42,2648,2907615.16,1032470.8,2907990.52,1032793.43,6858.800647255863,5487.810282735605,1527,7281,1487,5958,2907615.17,1032470.66,2903087.45,1037622.64,2906522.52,1034406.19,2910221.4,1030352.26
373ef48b,b32e4903,495.3275736315279,495.3449474860465,178.63160940224915,178.28015917968463,179.79165083329482,11424.0,11068.0,627,471,2904458.28,1027120.34,2904121.22,1026757.38,4712.863842569529,6929.499926617908,1483,4991,1650,7419,2904213.89,1027398.68,2907411.44,1023936.49,2904181.88,1026696.68,2899603.31,1031898.09
4fbe9c06,f6824bb0,495.3531881394805,495.3624113716869,178.52324115586737,178.71575620225804,179.98137798027193,10550.0,11380.0,111,1053,2907447.35,1038065.28,2907065.74,1037749.45,7370.62957327922,6232.54521951511,1651,7937,1849,6863,2907446.64,1038066.46,2912415.48,1032622.49,2907356.58,1037428.49,2903275.0,1042138.62
944f36b9,c472c0b5,495.9181268114219,495.92102365210553,152.4344746809301,152.00256916533863,107.54997078370613,10420.0,9958.0,0,1,2998625.6,1127700.18,2998697.42,1128190.87,5744.616698066058,4305.275421398527,1405,6034,1813,4866,2998625.6,1127700.18,3000575.79,1122296.72,2998697.44,1128190.87,2995527.79,1131104.41
0a57a29c,7cd4bb31,496.1248312670529,496.2033233466826,178.80303792058416,178.82493932546836,177.87831157908806,10816.0,11194.0,104,492,2903855.32,1030791.28,2903488.91,1030456.79,6902.938720407331,7666.7367085418955,1373,7193,1520,7958,2903864.38,1030782.87,2899359.54,1036013.26,2903308.28,1030619.81,2908431.83,1024916.47
54a7e3c2,9b5b61c1,498.8331140771158,498.97585522739195,179.30393995241567,179.7288823962666,178.83851335195462,11562.0,10876.0,1082,615,2971935.26,1096136.93,2971557.57,1095811.07,7505.197889949235,6618.190595268474,1738,7892,1683,7214,2972461.75,1095660.61,2967524.27,1101312.98,2971476.4,1095891.26,2975890.57,1090960.18
18d24f7b,445af6c2,499.33596005091954,499.38287715942005,179.81579979372984,179.1840974774378,132.43671290442376,10632.0,11215.0,0,918,2907112.12,1037221.71,2907505.83,1037528.84,5887.033119772818,7437.787933102292,1702,6259,1957,7997,2907112.12,1037221.71,2903234.94,1041651.68,2907267.82,1037843.06,2912184.29,1032261.93
0be01c24,eb06a4e7,500.46233224895417,500.46775890184983,178.81789695971597,179.03776296345507,178.1471931281254,17178.0,11930.0,6384,902,3006483.95,1110893.28,3005986.39,1110947.1,5904.570095044939,5825.002030832418,1647,6384,1844,6378,3007171.27,1116757.71,3006483.95,1110893.28,3005950.27,1110571.44,3006508.83,1116369.6
b977be4a,cb879f40,501.21985764723115,501.30654753333243,179.99778736788758,179.3610314314598,154.3499053964168,10718.0,11352.0,0,734,2995286.45,1114620.83,2995753.89,1114801.72,7132.760702483987,7603.243900507182,1578,7494,1589,7903,2995286.45,1114620.83,2997850.03,1107964.68,2995922.42,1114384.03,2993189.47,1121479.12
fc03f21f,fdfd57da,501.9761946547321,501.9761946547321,159.1912875477775,159.00557618258702,155.5693225903548,17258.0,17769.0,6201,7363,3001761.88,1109187.6,3001957.1,1109650.06,5624.851640105861,6678.069077824671,1399,6201,2128,7363,3003822.94,1103953.96,3001761.88,1109187.6,3001877.11,1116327.65,3001957.1,1109650.06
7bb17b96,9df1b1f9,502.4137563800521,502.4259191162498,171.39844798048077,171.1824888055799,179.47068820145648,11733.0,17991.0,153,6349,3012853.42,1109849.67,3013288.07,1110101.66,4980.429094465761,5922.3202245827615,1373,5294,1743,6443,3012842.82,1109865.86,3014451.39,1105152.35,3015970.64,1104927.23,3013241.09,1110183.03
12f0cd90,be063506,502.8282224576371,502.8282224576371,175.0358076552964,175.2459475732828,175.58308703331014,18240.0,17530.0,7430,6538,3000573.77,1109057.27,3000338.1,1108613.09,7120.5485879250145,6020.005225886474,1484,7430,2039,6538,2998510.38,1115872.3,3000573.77,1109057.27,3002574.61,1103023.95,3000338.1,1108613.09
8a3da6d1,c9e980e8,504.421995654511,504.421995654511,175.75825553288567,174.70293974035235,177.256970115613,17521.0,17007.0,6333,6261,3007719.41,1110505.68,3007767.65,1111007.79,5752.657403617772,5620.777824936577,1741,6333,1903,6261,3007778.88,1104753.33,3007719.41,1110505.68,3008125.42,1116617.17,3007767.65,1111007.79
1b1c5372,c472c0b5,504.7422649235908,504.7422649235908,152.01429836580115,151.78952223336614,125.96674295760506,10387.0,9957.0,0,0,2998972.7,1127767.79,2998697.44,1128190.87,5498.681105574169,4305.275421398527,1531,5791,1813,4866,2998972.7,1127767.79,3000801.42,1122582.11,2998697.44,1128190.87,2995527.79,1131104.41
91db7070,be35c8f2,507.10074107576617,507.1765471710396,179.01708972691625,178.94103378805625,179.9452130547502,13907.0,15667.0,2333,3962,3013878.24,1097800.45,3014355.28,1097972.45,5254.579734383965,5393.966952225271,1573,5645,1672,5897,3013113.24,1099593.4,3015153.97,1094751.29,3015687.26,1094777.64,3013677.97,1099783.4
460f859e,cc08aa63,508.02439596967577,508.0781263743744,177.1637072782372,179.75272455532263,4.7668441121138185,10601.0,11465.0,141,967,2913098.18,1041974.29,2912642.55,1041749.59,4478.858353308407,4482.141922351332,1646,4981,1744,5017,2913099.09,1041972.81,2915980.42,1038543.8,2912816.02,1041323.75,2910105.91,1044893.75
2b06ad65,cbe51de1,508.2310408664635,508.23850355908894,176.3312027698957,176.14108940668027,179.79628571514596,11575.0,11475.0,300,274,3011806.13,1115550.43,3012314.35,1115553.78,5459.600234449329,5050.267890973553,1450,5705,1399,5361,3011810.14,1115425.28,3011674.7,1120883.2,3012322.92,1115649.69,3012771.01,1110619.34
6a0ff78e,cdc60a53,509.89757216524674,509.95343836489405,178.44982943656032,179.34111010529114,179.70070191264548,10771.0,13758.0,126,3243,2906433.66,1037156.45,2906049.12,1036821.6,7586.35826613149,7122.335454975451,1425,7889,1753,7630,2906424.06,1037169.13,2911497.95,1031529.23,2907832.98,1034740.78,2903214.42,1040162.64
16e4a047,91db7070,510.8208634151375,510.82522304629686,179.887596532445,179.5064129335229,103.07351082760853,11356.0,11575.0,0,1,3012880.98,1100048.37,3013113.25,1099593.41,5192.773781727733,5254.579734383965,1553,5683,1573,5645,3012880.98,1100048.37,3010854.87,1104829.56,3013113.24,1099593.4,3015153.97,1094751.29
19871e7f,c70c0e01,510.8414180547883,510.8540387430075,179.65498075959175,179.97823833310687,179.8613211874789,12668.0,12404.0,930,670,3001598.92,1072028.96,3002024.62,1072311.34,6743.9587957298645,5581.4711541762845,1859,7151,1745,6056,3001911.72,1071594.08,2997882.19,1077001.84,3001885.79,1072502.8,3005193.72,1068007.2
09441b8d,729f4217,511.2717309807338,511.3332432965178,178.43899998677773,178.12809239872806,176.0580413221005,11166.0,10737.0,779,42,2908154.9,1038621.64,2907786.92,1038266.69,6799.295443771958,7313.918653416888,1907,7394,1397,7591,2908308.08,1038444.9,2903888.74,1043612.09,2907786.14,1038267.28,2912689.62,1032840.56
3d96d897,e45a2a62,512.6853733039443,512.7264572847412,178.85843650746054,178.80593665786893,179.97484551260612,11266.0,11577.0,550,933,2906008.25,1031814.11,2905624.47,1031474.17,6770.781905821704,6301.7364069595415,1488,7146,1690,6696,2905871.73,1031971.26,2910383.72,1026922.95,2905952.7,1031035.87,2901847.72,1035817.19
ccedb12b,e46f4ef4,513.177676930789,513.177676930789,166.722676211906,166.6072576086936,162.62737548053533,18444.0,20819.0,6426,8929,3019931.54,1087038.56,3019815.13,1087538.36,5867.389359783565,8383.447124786895,2026,6426,1735,8929,3023310.27,1082241.64,3019931.54,1087038.56,3016690.68,1095317.82,3019815.13,1087538.36
521a7819,729f4217,514.6905731602968,514.7780201214015,178.8023618453869,178.71214151178143,179.61795433642268,11163.0,11112.0,788,417,2907500.36,1037806.59,2907899.42,1038131.64,6597.515965308433,7313.918653416888,2024,7223,1397,7591,2907622.96,1037643.45,2903303.06,1042630.0,2907786.14,1038267.28,2912689.62,1032840.56
2e63d9de,e201fd6d,515.15282276218,515.2878773074519,178.57229843414797,179.23226756974248,179.9961710869526,16717.0,13089.0,4947,1241,3024756.14,1093974.55,3025177.96,1094270.27,5954.310226592294,6348.298154009528,1806,6504,1842,6911,3022122.98,1097498.35,3025635.42,1092690.38,3025656.44,1093768.97,3021785.03,1098800.18
