rank,feature,family,importance_share_pct,mean_model_rank,lgb0_split,lgb1_split,lgb2_split,all_models_zero,description,duplicate_bucket,duplicate_relation,keep_feature,pair_corr,recommended_action
158,dense_rmse,base_replay,0.16609533716268599,156.0,248.0,296.0,261.4,False,既知prefixでのdense ANCC TVT式のRMSE（well定数）。,,,,,
159,uproj_pf_ancc_abs_resid,u_projection,0.16547959153449282,167.66666666666666,552.0,146.6,171.8,False,pf_ancc U-projection: 上記residualの絶対値。,u_projection_slim_review,u_projection_family_slim_review,,,review_only_do_not_include_in_exact_prune
160,uproj_beam_med_abs_resid,u_projection,0.16137078750894587,168.33333333333334,514.4,152.8,176.2,False,beam_med U-projection: 上記residualの絶対値。,u_projection_slim_review,u_projection_family_slim_review,,,review_only_do_not_include_in_exact_prune
161,tvtF_ASTNL,base_replay,0.16113311297592284,156.66666666666666,255.2,262.6,266.2,False,ASTNL formation surface: spatial KNN surfaceとfull-prefix median biasから作るTVT候補。,,,,,
162,tvtF_EGFDL,base_replay,0.16084205613093067,156.0,251.2,264.0,266.6,False,EGFDL formation surface: spatial KNN surfaceとfull-prefix median biasから作るTVT候補。,,,,,
163,tvtF_EGFDU,base_replay,0.15872718116364432,157.33333333333334,248.2,266.6,257.0,False,EGFDU formation surface: spatial KNN surfaceとfull-prefix median biasから作るTVT候補。,,,,,
164,nsel_top2_code,nested_selector,0.15819906859394867,170.66666666666666,524.6,147.2,159.8,False,予測絶対誤差が2番目に小さい候補index（数値code）。,,,,,
165,ll_learned_prob_weighted_tvt_minus_likpf_mean_tvt,learned_likelihood,0.14887282554685702,160.33333333333334,269.8,239.8,222.8,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
166,tvtFw_ANCC,base_replay,0.14145667075422402,164.0,226.0,244.2,219.0,False,ANCC formation surface: spatial KNN surfaceとprefix指数加重biasから作るTVT候補。,,,,,
167,tvtF_BUDA,base_replay,0.1411573173989625,164.0,195.4,240.0,245.0,False,BUDA formation surface: spatial KNN surfaceとfull-prefix median biasから作るTVT候補。,,,,,
168,ll_learned_error_weighted_tvt_minus_likpf_mean_tvt,learned_likelihood,0.13725317714462687,164.66666666666666,277.6,205.0,199.0,False,exp111 predicted-absolute-error面のtop-k、rank、marginまたは誤差逆重みTVT要約。,,,,,
169,tvtF50_ANCC,base_replay,0.1364586869294438,165.33333333333334,202.2,233.8,225.0,False,ANCC formation surface: spatial KNN surfaceとprefix末尾50行biasから作るTVT候補。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,tvtFw_ANCC,0.999990304638189,defer_to_separate_ablation
170,bw_early_ANCC,base_replay,0.13480328457732071,166.66666666666666,187.4,242.0,221.0,False,ANCC formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
171,bw_early_ASTNU,base_replay,0.13377605273825968,168.0,178.6,249.6,215.8,False,ASTNU formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
172,grwr_raw_minus_rolling_absmean_w129,gr_wavelet_rotation,0.12998779469645513,179.0,404.2,130.6,142.4,False,|raw GR − rolling denoised GR|のlocal平均（window 129）。,,,,,
173,grwr_raw_minus_savgol_absmean_w129,gr_wavelet_rotation,0.12841775813584574,180.33333333333334,416.2,115.4,141.0,False,|raw GR − savgol denoised GR|のlocal平均（window 129）。,,,,,
174,tvtFw_ASTNL,base_replay,0.12541302702090287,171.0,175.0,217.8,212.2,False,ASTNL formation surface: spatial KNN surfaceとprefix指数加重biasから作るTVT候補。,,,,,
175,tvtFw_EGFDL,base_replay,0.12460187829691097,171.66666666666666,180.4,226.6,196.0,False,EGFDL formation surface: spatial KNN surfaceとprefix指数加重biasから作るTVT候補。,,,,,
176,bw_ANCC,base_replay,0.12022655925633258,175.0,179.2,217.0,186.8,False,ANCC formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
177,grwr_dwt_detail_energy_w129,gr_wavelet_rotation,0.11961206117194155,185.66666666666666,399.6,103.4,126.2,False,db4 level-3 DWT detailのdetail二乗平均（window 129）。,,,,,
178,tvtF50_EGFDL,base_replay,0.11916288130070932,174.33333333333334,163.4,214.0,197.0,False,EGFDL formation surface: spatial KNN surfaceとprefix末尾50行biasから作るTVT候補。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,tvtFw_EGFDL,0.9999924985201734,defer_to_separate_ablation
179,tdbc40,base_replay,0.11861489688097344,177.33333333333334,284.2,158.0,156.8,False,raw GR − typewell GR(Beam reference TVT +40 ft)。,,,,,
180,tvtF50_ASTNL,base_replay,0.11760811301690657,176.66666666666666,168.2,212.2,188.2,False,ASTNL formation surface: spatial KNN surfaceとprefix末尾50行biasから作るTVT候補。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,tvtFw_ASTNL,0.999992160518398,defer_to_separate_ablation
181,tvtFw_EGFDU,base_replay,0.11403450316445501,178.33333333333334,154.8,207.6,187.0,False,EGFDU formation surface: spatial KNN surfaceとprefix指数加重biasから作るTVT候補。,,,,,
182,tvtFw_BUDA,base_replay,0.11272179421899363,179.66666666666666,142.6,205.8,192.2,False,BUDA formation surface: spatial KNN surfaceとprefix指数加重biasから作るTVT候補。,,,,,
183,tda40,base_replay,0.111953978102357,180.66666666666666,244.6,163.8,151.8,False,raw GR − typewell GR(anchor TVT +40 ft)。,,,,,
184,tvtF50_BUDA,base_replay,0.11064434785745803,182.0,144.8,202.2,184.8,False,BUDA formation surface: spatial KNN surfaceとprefix末尾50行biasから作るTVT候補。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,tvtFw_BUDA,0.9999921650393682,defer_to_separate_ablation
185,bw_early_EGFDU,base_replay,0.11035659693016266,180.66666666666666,129.8,204.2,193.0,False,EGFDU formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
186,bw_ASTNU,base_replay,0.10910272911967016,182.66666666666666,135.6,203.2,184.0,False,ASTNU formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
187,tvtF50_EGFDU,base_replay,0.10773785251074507,183.33333333333334,152.4,198.0,170.2,False,EGFDU formation surface: spatial KNN surfaceとprefix末尾50行biasから作るTVT候補。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,tvtFw_EGFDU,0.9999924884500538,defer_to_separate_ablation
188,grwr_raw_rolling_corr_w129,gr_wavelet_rotation,0.10715820051201541,190.0,350.6,89.2,122.0,False,raw GRとrolling denoised GRのlocal相関（window 129）。,,,,,
189,bww_ANCC,base_replay,0.09997797207132485,187.33333333333334,129.2,178.6,172.2,False,ANCC formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
190,bw_early_ASTNL,base_replay,0.09516823056955581,191.66666666666666,107.8,173.8,171.8,False,ASTNL formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
191,bww_ASTNU,base_replay,0.09463043959176722,191.66666666666666,116.0,180.2,157.0,False,ASTNU formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
192,grwr_dwt_detail_absmean_w129,gr_wavelet_rotation,0.08999478103124624,195.33333333333334,274.0,89.0,104.4,False,db4 level-3 DWT detailのdetail絶対値平均（window 129）。,,,,,
193,bw_early_EGFDL,base_replay,0.08622266089998316,203.33333333333334,75.4,167.8,162.6,False,EGFDL formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
194,grwr_raw_savgol_corr_w129,gr_wavelet_rotation,0.08608385976860769,199.0,292.2,64.6,96.8,False,raw GRとsavgol denoised GRのlocal相関（window 129）。,,,,,
195,dense_bias,base_replay,0.08492753125793341,210.0,52.0,189.6,153.6,False,既知prefixでのdense ANCC TVT式の平均bias（well定数）。,exact_prune_17,near_exact_public_replay_duplicate,dense_rmse,0.9999999994694734,drop_in_exact_prune
196,bw_mid_ASTNU,base_replay,0.08414108122166557,200.33333333333334,95.2,158.4,147.4,False,ASTNU formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
197,grs101,base_replay,0.08374031500143751,200.66666666666666,268.6,77.4,92.0,False,raw GRのcentered rolling-101標準偏差。,,,,,
198,nsel_error_margin,nested_selector,0.0811491310140103,202.33333333333334,262.0,79.2,83.8,False,predicted error top2 − top1。,,,,,
199,ll_learned_error_margin_top2_top1,learned_likelihood,0.07989613499399352,198.66666666666666,168.8,110.8,118.6,False,exp111 predicted-absolute-error面のtop-k、rank、marginまたは誤差逆重みTVT要約。,,,,,
200,bw_EGFDU,base_replay,0.07857556388082632,204.66666666666666,87.0,153.2,134.0,False,EGFDU formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
201,grwr_dwt_detail_energy_ratio_w065,gr_wavelet_rotation,0.07524002555492763,212.33333333333334,306.0,45.2,57.0,False,db4 level-3 DWT detailのdetail/(raw-local+detail) energy比（window 65）。,,,,,
202,ll_learned_prob_margin_top1_top2,learned_likelihood,0.07512172628828946,201.66666666666666,190.0,95.4,96.2,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
203,bww_ASTNL,base_replay,0.07397448573219106,211.0,73.6,147.2,129.6,False,ASTNL formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
204,grwr_raw_dwt_corr_w129,gr_wavelet_rotation,0.07234330347716178,208.0,231.4,60.0,86.6,False,raw GRとdwt denoised GRのlocal相関（window 129）。,,,,,
205,bw50_ASTNU,base_replay,0.07218647847986341,210.66666666666666,78.0,131.6,133.4,False,ASTNU formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_ASTNU,0.999991055011816,defer_to_separate_ablation
206,tda-40,base_replay,0.07113646677240477,205.0,127.6,119.0,103.2,False,raw GR − typewell GR(anchor TVT -40 ft)。,,,,,
207,bw_mid_ANCC,base_replay,0.06928240699953322,213.0,76.4,127.2,126.0,False,ANCC formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
208,grm51,base_replay,0.06842098135064179,209.0,184.4,90.4,75.6,False,raw GRのcentered rolling-51平均。,,,,,
209,bw50_ANCC,base_replay,0.0681866562648556,218.33333333333334,59.0,139.6,122.4,False,ANCC formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_ANCC,0.9999911224154846,defer_to_separate_ablation
210,bw_ASTNL,base_replay,0.06791676662537571,216.66666666666666,67.0,130.2,124.2,False,ASTNL formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
211,bww_EGFDU,base_replay,0.06745583341883922,215.33333333333334,73.2,134.8,113.0,False,EGFDU formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
212,ll_candidate_tvt_sc_ens_minus_likpf_mean_tvt,learned_likelihood,0.06587880573418978,209.0,106.6,116.8,98.0,False,元のmulti-scale NCC ensemble TVT − likpf_mean_tvt。learned予測値ではない。,learned_likelihood_slim_review,high_corr_or_redundancy_review,,,review_only_do_not_include_in_exact_prune
213,tdbc-20,base_replay,0.06548948719694624,208.66666666666666,149.2,91.0,88.8,False,raw GR − typewell GR(Beam reference TVT -20 ft)。,,,,,
214,tda-80,base_replay,0.06530565855078464,211.0,170.2,78.8,83.8,False,raw GR − typewell GR(anchor TVT -80 ft)。,,,,,
215,bw_early_BUDA,base_replay,0.06341527653706013,221.0,60.6,126.6,112.6,False,BUDA formation surface: prefix前1/3のTVT+Z−formation median bias。,,,,,
216,bw_mid_ASTNL,base_replay,0.060947652738154105,223.33333333333334,57.0,120.6,110.2,False,ASTNL formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
217,tdbc-40,base_replay,0.06054020281386579,214.66666666666666,132.8,86.8,83.4,False,raw GR − typewell GR(Beam reference TVT -40 ft)。,,,,,
218,ll_candidate_tvt_hyb_minus_likpf_mean_tvt,learned_likelihood,0.05789668908898877,220.0,86.2,106.6,88.0,False,元のBeam/NCC hybrid TVT − likpf_mean_tvt。learned予測値ではない。,learned_likelihood_slim_review,high_corr_or_redundancy_review,,,review_only_do_not_include_in_exact_prune
219,bw50_ASTNL,base_replay,0.05752168641786681,230.33333333333334,44.2,110.2,114.8,False,ASTNL formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_ASTNL,0.9999923004739684,defer_to_separate_ablation
220,nsel_error_ratio,nested_selector,0.05751981061135168,218.66666666666666,188.4,47.6,65.6,False,"predicted error top1 / max(top2, 1e-3)。",,,,,
221,ll_learned_prob_entropy,learned_likelihood,0.0558780076833422,218.33333333333334,145.0,61.4,78.0,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
222,bw_mid_EGFDU,base_replay,0.054060194890660676,232.0,46.8,101.8,105.6,False,EGFDU formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
223,bw50_EGFDU,base_replay,0.05334700953560481,234.33333333333334,39.8,114.6,95.4,False,EGFDU formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_EGFDU,0.9999925776098378,defer_to_separate_ablation
224,bw_mid_EGFDL,base_replay,0.05291944397514929,233.66666666666666,46.2,107.6,95.4,False,EGFDL formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
225,bww_EGFDL,base_replay,0.05114817622524477,232.66666666666666,51.2,103.2,88.0,False,EGFDL formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
226,ll_learned_prob_likpf_rank,learned_likelihood,0.049266545271099034,230.66666666666666,74.2,86.4,78.4,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
227,tda-20,base_replay,0.04899805803544348,225.66666666666666,97.8,72.8,72.4,False,raw GR − typewell GR(anchor TVT -20 ft)。,,,,,
228,bw_BUDA,base_replay,0.04840336840992836,239.33333333333334,38.4,104.0,84.8,False,BUDA formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
229,bw_EGFDL,base_replay,0.04839150309669676,236.33333333333334,48.8,97.0,83.6,False,EGFDL formation surface: full-prefixで推定したTVT+Z−formationのmedian bias。,,,,,
230,tdpf30,base_replay,0.047641618857327775,226.66666666666666,158.6,44.8,47.2,False,raw GR − typewell GR(ANCC PF TVT +30 ft)。,,,,,
231,tdbc20,base_replay,0.046381270014467235,226.33333333333334,106.0,67.8,59.4,False,raw GR − typewell GR(Beam reference TVT +20 ft)。,,,,,
232,nsel_top1_is_blend_likpf_hmm_w500,nested_selector,0.045894732631057915,228.0,127.6,43.8,64.0,False,selector top1がlikPFとexact HMMの50/50平均であるone-hot flag。,,,,,
233,nsel_top1_is_likpf_mean,nested_selector,0.043652460570799995,229.33333333333334,113.0,50.6,58.6,False,selector top1がlikelihood-weighted PF平均であるone-hot flag。,,,,,
234,tdpf15,base_replay,0.04189147760405281,233.0,90.2,64.2,55.0,False,raw GR − typewell GR(ANCC PF TVT +15 ft)。,,,,,
235,bw_mid_BUDA,base_replay,0.04159858099408151,248.66666666666666,32.8,83.2,79.0,False,BUDA formation surface: prefix中1/3のTVT+Z−formation median bias。,,,,,
236,tdbc10,base_replay,0.041118997557285555,232.33333333333334,95.2,53.2,58.4,False,raw GR − typewell GR(Beam reference TVT +10 ft)。,,,,,
237,tda20,base_replay,0.04036030039214509,232.66666666666666,97.8,51.4,54.8,False,raw GR − typewell GR(anchor TVT +20 ft)。,,,,,
238,bw50_EGFDL,base_replay,0.03928505025866614,250.66666666666666,33.2,76.0,75.4,False,EGFDL formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_EGFDL,0.9999925774984988,defer_to_separate_ablation
239,gr_env,base_replay,0.03922036966175501,235.66666666666666,120.8,43.8,39.6,False,raw GRのcentered rolling-21最大値。,,,,,
240,tdpf-30,base_replay,0.038898928219621064,234.33333333333334,102.4,50.6,45.6,False,raw GR − typewell GR(ANCC PF TVT -30 ft)。,,,,,
241,bww_BUDA,base_replay,0.03849626656133487,251.0,35.0,72.0,74.4,False,BUDA formation surface: prefix後半を重くしたTVT+Z−formationの指数加重bias。,,,,,
242,ll_multiobs_mae_beam_mean,learned_likelihood,0.036757387130237934,239.33333333333334,122.2,31.4,39.6,False,複数Beam path平均のmulti-observation GR MAE。,,,,,
243,tda5,base_replay,0.036096212437558645,239.0,89.4,48.6,45.0,False,raw GR − typewell GR(anchor TVT +5 ft)。,,,,,
244,tda10,base_replay,0.03470218081204619,242.33333333333334,83.4,49.0,43.0,False,raw GR − typewell GR(anchor TVT +10 ft)。,,,,,
245,grwr_raw_minus_dwt_absmean_w129,gr_wavelet_rotation,0.03420476454160195,247.0,50.4,52.2,62.8,False,|raw GR − dwt denoised GR|のlocal平均（window 129）。,,,,,
246,tdbc-3,base_replay,0.034166979424987004,242.66666666666666,89.4,41.2,43.6,False,raw GR − typewell GR(Beam reference TVT -3 ft)。,,,,,
247,grwr_raw_std_w065_x_log1p_md_since,gr_wavelet_rotation,0.03340264937832145,244.66666666666666,127.0,23.0,29.2,False,raw GR local std(w65) × log1p(md_since)。,,,,,
248,ll_multiobs_mae_likpf_mean,learned_likelihood,0.03311643154283532,244.66666666666666,94.4,37.0,39.2,False,likelihood-weighted PF平均のmulti-observation GR MAE。,,,,,
249,ll_multiobs_mae_pf_ancc,learned_likelihood,0.033089022923992684,243.66666666666666,95.4,39.4,36.0,False,ANCC粒子フィルタのmulti-observation GR MAE。,,,,,
250,tda-10,base_replay,0.03275991653954124,245.66666666666666,69.4,47.8,46.2,False,raw GR − typewell GR(anchor TVT -10 ft)。,,,,,
251,bw50_BUDA,base_replay,0.03227865059721767,258.0,27.4,65.2,59.2,False,BUDA formation surface: prefix末尾50行のTVT+Z−formation median bias。,formation_last50_followup_12,formation_weighted_vs_last50_near_duplicate,bww_BUDA,0.9999925897079838,defer_to_separate_ablation
252,grwr_ll_entropy_x_dwt_energy_ratio_w065,gr_wavelet_rotation,0.03161932236675264,247.33333333333334,113.4,21.8,32.8,False,learned-likelihood entropy × DWT detail energy比(w65)。,,,,,
253,tdbc0,base_replay,0.030699188411942184,249.66666666666666,67.8,39.4,46.4,False,raw GR − typewell GR(Beam reference TVT +0 ft)。,,,,,
254,tdpf-2,base_replay,0.02978371673464289,250.0,79.4,35.8,37.0,False,raw GR − typewell GR(ANCC PF TVT -2 ft)。,,,,,
255,tdbc5,base_replay,0.0295099655302298,249.33333333333334,88.6,30.2,34.2,False,raw GR − typewell GR(Beam reference TVT +5 ft)。,,,,,
256,ll_learned_error_likpf_rank,learned_likelihood,0.02940486313283101,254.66666666666666,40.8,51.2,49.8,False,exp111 predicted-absolute-error面のtop-k、rank、marginまたは誤差逆重みTVT要約。,,,,,
257,nsel_top1_is_hmm_selfgr_boost_only_a070_c100_mean_tvt,nested_selector,0.028905798904775376,250.66666666666666,85.8,22.8,40.8,False,selector top1がself-GR HMMであるone-hot flag。,,,,,
258,grwr_raw_minus_savgol_absmean_w065,gr_wavelet_rotation,0.02817279560509834,255.0,118.0,15.0,20.6,False,|raw GR − savgol denoised GR|のlocal平均（window 65）。,,,,,
259,tdbc3,base_replay,0.028156557356047066,252.66666666666666,74.6,34.6,34.6,False,raw GR − typewell GR(Beam reference TVT +3 ft)。,,,,,
260,grwr_raw_std_w065,gr_wavelet_rotation,0.027749654470776257,252.66666666666666,102.8,18.4,27.0,False,raw GRのlocal rolling標準偏差（window 65）。,,,,,
261,tdbc-10,base_replay,0.025607891352198167,257.0,71.0,27.4,33.0,False,raw GR − typewell GR(Beam reference TVT -10 ft)。,,,,,
262,nsel_score_std,nested_selector,0.02551768110487461,256.0,95.6,18.8,22.2,False,11候補predicted errorの行別標準偏差。,,,,,
263,grwr_raw_minus_rolling_absmean_w065,gr_wavelet_rotation,0.024782275179018178,258.3333333333333,94.8,14.4,23.8,False,|raw GR − rolling denoised GR|のlocal平均（window 65）。,,,,,
264,nsel_top1_is_hyb,nested_selector,0.024266519288492567,278.0,125.8,4.4,7.6,False,selector top1がBeam/NCC hybridであるone-hot flag。,,,,,
265,nsel_top1_is_exp226_v6_k16_geometry_gr_u_projection,nested_selector,0.02394295418599181,268.0,27.8,42.8,43.6,False,selector top1がexp226 K16 geometry/GR/U-projectionであるone-hot flag。,,,,,
266,gr_vs_slp_all,base_replay,0.023888942963864523,259.6666666666667,66.0,27.8,28.8,False,raw GR − 全prefix slope外挿TVTでのtypewell GR。,,,,,
267,tdbc-5,base_replay,0.023497243068928184,260.0,80.0,21.4,22.6,False,raw GR − typewell GR(Beam reference TVT -5 ft)。,,,,,
268,grwr_dwt_detail_energy_w065,gr_wavelet_rotation,0.023424476105768085,263.6666666666667,102.2,9.8,16.6,False,db4 level-3 DWT detailのdetail二乗平均（window 65）。,,,,,
269,tdpf8,base_replay,0.023148359480885512,261.3333333333333,62.8,29.2,26.6,False,raw GR − typewell GR(ANCC PF TVT +8 ft)。,,,,,
270,tda-5,base_replay,0.02284188975990286,261.0,64.0,25.4,28.0,False,raw GR − typewell GR(anchor TVT -5 ft)。,,,,,
271,ll_learned_error_top1_index,learned_likelihood,0.02259807883587728,268.6666666666667,32.2,40.0,37.0,False,exp111 predicted-absolute-error面のtop-k、rank、marginまたは誤差逆重みTVT要約。,,,,,
272,tdpf-15,base_replay,0.02187063933756878,264.3333333333333,85.0,15.8,17.0,False,raw GR − typewell GR(ANCC PF TVT -15 ft)。,,,,,
273,ll_learned_prob_top1_index,learned_likelihood,0.020741930208919502,270.0,36.0,31.6,34.0,False,exp111 within10確率面のtop-k、rank、margin、entropyまたは確率加重TVT要約。,,,,,
274,nsel_top1_is_beam_mean,nested_selector,0.02041662340816797,268.3333333333333,81.4,13.0,16.0,False,selector top1が複数Beam path平均であるone-hot flag。,,,,,
275,nsel_top1_is_tvt_dense,nested_selector,0.020415584355766778,269.3333333333333,86.4,13.2,12.0,False,selector top1がdense spatial ANCC（full-prefix bias）であるone-hot flag。,,,,,
276,gr_nrg,base_replay,0.019988184778022267,266.3333333333333,52.0,23.0,26.8,False,raw GR二乗のrolling-21平均平方根。,,,,,
277,tdpf-4,base_replay,0.019641192186908168,268.3333333333333,60.6,19.4,22.2,False,raw GR − typewell GR(ANCC PF TVT -4 ft)。,,,,,
278,gr_vs_tw_anc,base_replay,0.017746367783802487,273.3333333333333,47.8,21.2,21.8,False,raw GR − anchor TVTでのtypewell GR。,,,,,
279,tdpf2,base_replay,0.01730897099693214,273.0,52.0,19.2,18.6,False,raw GR − typewell GR(ANCC PF TVT +2 ft)。,,,,,
280,grm21,base_replay,0.017071515978634145,273.3333333333333,41.8,22.0,22.6,False,raw GRのcentered rolling-21平均。,,,,,
281,grwr_raw_rolling_corr_w065,gr_wavelet_rotation,0.01705884085616015,284.3333333333333,78.6,5.6,10.4,False,raw GRとrolling denoised GRのlocal相関（window 65）。,,,,,
282,tdpf4,base_replay,0.016959625128887483,273.6666666666667,54.6,17.0,17.2,False,raw GR − typewell GR(ANCC PF TVT +4 ft)。,,,,,
283,tdpf-8,base_replay,0.016817247333140755,275.3333333333333,61.0,14.0,14.6,False,raw GR − typewell GR(ANCC PF TVT -8 ft)。,,,,,
284,glead30,base_replay,0.01627849661566267,280.0,69.2,8.8,11.0,False,raw GRを30行leadした値。,,,,,
285,grwr_dwt_detail_absmean_w065,gr_wavelet_rotation,0.01603358477304319,280.6666666666667,67.8,9.4,10.4,False,db4 level-3 DWT detailのdetail絶対値平均（window 65）。,,,,,
286,sig_mean_d,base_replay,0.015720623270408587,278.0,55.6,12.6,15.2,False,PF・Beam・NCC・formation・dense候補群の平均 − anchor。,,,,,
287,ll_learned_prob_sc_ens,learned_likelihood,0.014887296484306084,281.3333333333333,29.4,23.4,21.0,False,exp111 classifierが推定したmulti-scale NCC ensembleのP(|error|≤10ft)。,,,,,
288,grs51,base_replay,0.01401728524181816,287.0,59.6,6.4,10.6,False,raw GRのcentered rolling-51標準偏差。,,,,,
289,nsel_pred_error_hyb,nested_selector,0.01353109211069359,283.3333333333333,41.6,14.2,14.6,False,nested selectorが予測したBeam/NCC hybridの絶対誤差。,,,,,
290,nsel_top1_is_tvt_densew,nested_selector,0.013498738713207187,285.0,46.8,11.2,13.4,False,selector top1がdense spatial ANCC（prefix加重bias）であるone-hot flag。,,,,,
291,glag30,base_replay,0.01322977705401072,285.3333333333333,47.6,11.2,11.6,False,raw GRを30行lagした値。,,,,,
292,ll_learned_prob_hyb,learned_likelihood,0.013203130547781062,284.3333333333333,35.0,15.2,17.2,False,exp111 classifierが推定したBeam/NCC hybridのP(|error|≤10ft)。,,,,,
293,tda0,base_replay,0.012752579026956338,287.6666666666667,28.2,21.8,14.0,False,raw GR − typewell GR(anchor TVT +0 ft)。,exact_prune_17,near_exact_public_replay_duplicate,gr_vs_tw_anc,0.9999999707804362,drop_in_exact_prune
294,hyb_d,base_replay,0.012749574709530566,286.0,38.0,12.0,16.0,False,Beam/NCC hybrid候補 − anchor。,,,,,
295,sig_std,base_replay,0.011653070585499437,293.3333333333333,44.4,9.8,8.4,False,PF・Beam・NCC・formation・dense候補群の行別標準偏差。,,,,,
296,sc_vs_beam,base_replay,0.011612291900742575,296.6666666666667,48.2,6.0,9.0,False,NCC ensemble候補 − conservative Beam候補。,,,,,
297,grwr_dwt_approx_default_candidate_cost,gr_wavelet_rotation,0.011365908832506568,291.0,39.0,8.8,12.2,False,dwt_approx GR面: default likPFのlocal GR observation cost。,,,,,
298,nsel_pred_error_sc_ens,nested_selector,0.011113608987357793,292.3333333333333,38.6,9.2,11.0,False,nested selectorが予測したmulti-scale NCC ensembleの絶対誤差。,,,,,
299,nsel_top1_is_pf_ancc,nested_selector,0.011008083024962565,292.0,35.4,10.2,12.0,False,selector top1がANCC粒子フィルタであるone-hot flag。,,,,,
300,grwr_raw_savgol_corr_w065,gr_wavelet_rotation,0.010858214877828268,302.6666666666667,50.8,3.6,6.0,False,raw GRとsavgol denoised GRのlocal相関（window 65）。,,,,,
301,grwr_raw_dwt_corr_w065,gr_wavelet_rotation,0.010797517925616338,301.3333333333333,46.6,5.8,6.8,False,raw GRとdwt denoised GRのlocal相関（window 65）。,,,,,
302,nsel_top1_is_sc_ens,nested_selector,0.010224595055794919,327.6666666666667,58.8,0.4,0.2,False,selector top1がmulti-scale NCC ensembleであるone-hot flag。,,,,,
303,nsel_score_mean,nested_selector,0.00972580637327241,297.3333333333333,24.8,10.8,13.8,False,11候補predicted errorの行別平均。,,,,,
304,grwr_fft_rotation_ratio_x_candidate_range,gr_wavelet_rotation,0.0089412952889269,302.6666666666667,33.2,6.8,7.8,False,FFT rotation-band energy比 × 8候補TVT range。,,,,,
305,grwr_rolling_median_11_default_candidate_cost,gr_wavelet_rotation,0.008539834757027936,304.3333333333333,29.8,6.6,8.8,False,rolling_median_11 GR面: default likPFのlocal GR observation cost。,,,,,
306,grwr_candidate_tvt_std,gr_wavelet_rotation,0.008415103175501213,303.3333333333333,25.2,8.2,10.2,False,8候補TVTの行別標準偏差。,,,,,
307,grwr_savgol_31_p2_default_candidate_cost,gr_wavelet_rotation,0.008297466719492257,307.0,31.0,6.2,7.2,False,savgol_31_p2 GR面: default likPFのlocal GR observation cost。,,,,,
308,grwr_dwt_detail_energy_ratio_w033,gr_wavelet_rotation,0.008092940103419847,313.3333333333333,37.8,2.6,4.6,False,db4 level-3 DWT detailのdetail/(raw-local+detail) energy比（window 33）。,,,,,
309,nsel_candidate_range,nested_selector,0.007713745927967043,308.6666666666667,23.4,6.4,10.2,False,11候補TVTの行別range。,,,,,
310,sc_ens_d,base_replay,0.0076488627744043134,309.0,24.6,6.4,9.0,False,multi-scale NCC ensemble候補 − anchor。,,,,,
