rank,feature,family,mean_split_importance,std_split_importance,importance_share_pct,folds,description
154,copcf_spatial_xy_only_k8_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,22.0,9.669539802906858,0.06470435989741423,5,所属cluster距離z-score>2時にXY距離だけを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
155,copcf_typewell_native_overlap_1_any_outlier_signal_k8_corr_abs_c40,cluster_prior_confidence,21.6,4.33589667773576,0.06352791699018852,5,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
156,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_corr_abs_c20,cluster_prior_confidence,21.6,4.560701700396552,0.06352791699018852,5,K=8近傍の多数派cluster不一致時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
157,self_gr_peak_gap,self_gr_confidence,21.6,9.555103348473002,0.06352791699018852,5,Self-GR照合のbest peakとsecond peakのscore差。
158,copcf_nearby_majority_diff_k5,cluster_prior_confidence,21.4,3.361547262794322,0.06293969553657566,5,近傍5 wellの多数派clusterが自身の割当clusterと異なれば1。
159,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,19.6,3.0495901363953815,0.057645702454059956,5,K=8近傍のいずれかのoutlier signal時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
160,candidate_mean,candidate_identity_or_context,18.8,5.06951674225463,0.05529281663960852,5,同じbase rowにある候補TVT群の平均。
161,copcf_nearby_majority_share_k8,cluster_prior_confidence,17.6,3.7815340802378072,0.05176348791793139,5,近傍8 wellの多数派cluster比率。
162,hyb_d,candidate_path_value,17.6,9.762171889492624,0.05176348791793139,5,Beam/NCC hybrid候補 − last_known_tvt。
163,copcf_typewell_native_overlap_1_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,17.4,3.286335345030997,0.05117526646431852,5,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
164,likpf_mean_vs_hyb_abs,candidate_disagreement,17.4,6.767569726275452,0.05117526646431852,5,|likelihood-weighted PF平均 TVT − Beam/NCC hybrid TVT|。
165,copcf_spatial_xy_only_k8_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,17.2,4.969909455915671,0.05058704501070567,5,所属cluster距離z-score>2時にXY距離だけを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
166,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,16.6,8.203657720797473,0.0488223806498671,5,所属cluster距離z-score>2時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
167,multiobs_mae_beam_mean,multi_observation,15.4,4.722287581247038,0.04529305192818996,5,複数Beam path平均のmulti-observation GR照合MAE。
168,tvt_dense50_minus_last,candidate_path_value,14.6,4.722287581247038,0.042940166113738534,5,dense spatial ANCC（prefix末尾50 bias） TVT − last_known_tvt。
169,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,14.0,6.59545297913646,0.04117550175289996,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
170,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,13.8,5.890670590009256,0.040587280299287105,5,所属cluster距離z-score>2時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
171,copcf_spatial_xy_only_k8_count_x_candidate,cluster_prior_confidence,13.6,4.505552130427524,0.03999905884567425,5,XY距離だけを使うK=8 spatial priorのsource数をcandidate-long各行へ複製した列。積ではない。
172,copcf_typewell_native_overlap_1_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,13.4,2.4083189157584592,0.039410837392061394,5,native-overlap閾値1.0のtypewell cluster priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
173,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,13.2,6.760177512462229,0.03882261593844854,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
174,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,12.8,6.1400325732035,0.03764617303122282,5,XY距離だけを使うK=8 spatial priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
175,copcf_nearby_majority_diff_k12,cluster_prior_confidence,12.6,3.9115214431215892,0.037057951577609965,5,近傍12 wellの多数派clusterが自身の割当clusterと異なれば1。
176,pf_ancc_vs_sc_ens_abs,candidate_disagreement,12.2,3.7682887362833544,0.035881508670384255,5,|ANCC PF TVT − multi-scale NCC ensemble TVT|。
177,sc_ens_vs_hyb_abs,candidate_disagreement,11.6,1.816590212458495,0.03411684430954568,5,|multi-scale NCC ensemble TVT − Beam/NCC hybrid TVT|。
178,copcf_typewell_native_overlap_1_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,11.2,7.563068160475615,0.03294040140231997,5,所属cluster距離z-score>2時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
179,copcf_typewell_native_overlap_1_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,10.8,6.906518659932803,0.03176395849509426,5,native-overlap閾値1.0のtypewell cluster priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
180,tvt_densew_minus_last,candidate_path_value,10.8,4.919349550499537,0.03176395849509426,5,dense spatial ANCC（prefix加重bias） TVT − last_known_tvt。
181,candidate_range,candidate_identity_or_context,10.6,4.722287581247038,0.0311757370414814,5,同じbase rowにある候補TVT群の最大−最小。候補間disagreement。
182,copcf_spatial_xy_plus_trajectory_shape_k8_valid_prior,cluster_prior_confidence,10.6,7.127411872482185,0.0311757370414814,5,XY距離とtrajectory shapeを使うK=8 spatial priorが計算可能なら1。
183,copcf_typewell_native_overlap_1_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,9.0,5.52268050859363,0.02646996541257855,5,所属cluster距離z-score>2時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
184,multiobs_mae_pf_ancc,multi_observation,8.4,4.449719092257398,0.02470530105173998,5,ANCC PFのmulti-observation GR照合MAE。
185,copcf_spatial_xy_only_k8_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,7.6,5.319774431308154,0.02235241523728855,5,XY距離だけを使うK=8 spatial priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
186,copcf_typewell_native_overlap_1_neighbor_wells_x_candidate,cluster_prior_confidence,7.6,4.929503017546495,0.02235241523728855,5,native-overlap閾値1.0のtypewell cluster priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
187,copcf_nearby_majority_diff_k8,cluster_prior_confidence,7.4,3.2093613071762426,0.021764193783675695,5,近傍8 wellの多数派clusterが自身の割当clusterと異なれば1。
188,multiobs_mae_likpf_mean,multi_observation,7.2,1.7888543819998317,0.02117597233006284,5,likelihood-weighted PF平均のmulti-observation GR照合MAE。
189,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,7.0,2.5495097567963922,0.02058775087644998,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
190,copcf_nearby_majority_share_k5,cluster_prior_confidence,6.8,3.1144823004794873,0.019999529422837125,5,近傍5 wellの多数派cluster比率。
191,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,6.8,9.148770409186143,0.019999529422837125,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
192,pf_ancc_vs_hyb_abs,candidate_disagreement,6.4,1.3416407864998738,0.01882308651561141,5,|ANCC PF TVT − Beam/NCC hybrid TVT|。
193,beam_mean_vs_sc_ens_abs,candidate_disagreement,5.8,2.16794833886788,0.01705842215477284,5,|複数Beam path平均 TVT − multi-scale NCC ensemble TVT|。
194,copcf_typewell_native_overlap_1_count_x_candidate,cluster_prior_confidence,5.8,1.7888543819998317,0.01705842215477284,5,native-overlap閾値1.0のtypewell cluster priorのsource数をcandidate-long各行へ複製した列。積ではない。
195,sc_ens_minus_last,candidate_path_value,5.8,7.758865896508329,0.01705842215477284,5,multi-scale NCC ensemble TVT − last_known_tvt。
196,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,5.4,3.7815340802378077,0.01588197924754713,5,native-overlap閾値1.0のtypewell cluster priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
197,self_gr_quality,self_gr_confidence,5.4,2.1908902300206647,0.01588197924754713,5,同一horizontal内Self-GR motif照合の品質score。
198,beam_mean_vs_hyb_abs,candidate_disagreement,5.0,2.121320343559643,0.014705536340321415,5,|複数Beam path平均 TVT − Beam/NCC hybrid TVT|。
199,hyb_vs_tvt_dense50_abs,candidate_disagreement,5.0,2.0,0.014705536340321415,5,|Beam/NCC hybrid TVT − dense spatial ANCC（prefix末尾50 bias） TVT|。
200,hyb_vs_tvt_dense_abs,candidate_disagreement,4.8,4.266145801540309,0.01411731488670856,5,|Beam/NCC hybrid TVT − dense spatial ANCC（full-prefix bias） TVT|。
201,copcf_gate_nearby_majority_diff_k8,cluster_prior_confidence,4.6,2.5099800796022267,0.0135290934330957,5,K=8近傍多数派不一致のgate flag。
202,copcf_typewell_native_overlap_1_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,4.4,1.51657508881031,0.012940871979482847,5,native-overlap閾値1.0のtypewell cluster priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
203,sc_ens_vs_tvt_dense50_abs,candidate_disagreement,4.4,1.6733200530681511,0.012940871979482847,5,|multi-scale NCC ensemble TVT − dense spatial ANCC（prefix末尾50 bias） TVT|。
204,copcf_spatial_xy_only_k8_valid_prior,cluster_prior_confidence,4.2,3.03315017762062,0.01235265052586999,5,XY距離だけを使うK=8 spatial priorが計算可能なら1。
205,copcf_spatial_xy_plus_trajectory_shape_k8_count_x_candidate,cluster_prior_confidence,4.2,1.6431676725154984,0.01235265052586999,5,XY距離とtrajectory shapeを使うK=8 spatial priorのsource数をcandidate-long各行へ複製した列。積ではない。
206,copcf_typewell_native_overlap_1_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,4.2,1.9235384061671343,0.01235265052586999,5,native-overlap閾値1.0のtypewell cluster priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
207,copcf_spatial_xy_only_k8_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,4.0,3.5355339059327378,0.011764429072257132,5,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
208,copcf_spatial_xy_only_k8_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,4.0,3.24037034920393,0.011764429072257132,5,XY距離だけを使うK=8 spatial priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
209,copcf_typewell_native_overlap_1_std_x_candidate,cluster_prior_confidence,4.0,2.5495097567963922,0.011764429072257132,5,native-overlap閾値1.0のtypewell cluster priorの標準偏差をcandidate-long各行へ複製した列。積ではない。
210,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,3.8,1.9235384061671343,0.011176207618644275,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
211,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,3.8,2.3874672772626644,0.011176207618644275,5,native-overlap閾値1.0のtypewell cluster priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
212,copcf_gate_any_outlier_signal_k8,cluster_prior_confidence,3.6,2.5099800796022267,0.01058798616503142,5,K=8 outlier signalの総合gate flag。
213,copcf_spatial_xy_only_k8_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,3.6,1.140175425099138,0.01058798616503142,5,XY距離だけを使うK=8 spatial priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
214,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,3.6,2.6076809620810595,0.01058798616503142,5,XY距離だけを使うK=8 spatial priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
215,copcf_typewell_native_overlap_0p999_nearest_other_closer_corr_abs_c40,cluster_prior_confidence,3.6,1.6733200530681511,0.01058798616503142,5,別clusterの方が近い時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
216,copcf_nearest_other_closer,cluster_prior_confidence,3.4,2.302172886644268,0.009999764711418562,5,最も近い別clusterが割当先clusterより近ければ1。
217,hyb_vs_tvt_densew_abs,candidate_disagreement,3.2,1.0954451150103324,0.009411543257805705,5,|Beam/NCC hybrid TVT − dense spatial ANCC（prefix加重bias） TVT|。
218,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_corr_abs_c40,cluster_prior_confidence,3.0,2.345207879911715,0.00882332180419285,5,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
219,copcf_spatial_xy_only_k8_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,2.8,1.6431676725154982,0.008235100350579993,5,XY距離だけを使うK=8 spatial priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
220,copcf_typewell_native_overlap_1_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,2.8,1.3038404810405297,0.008235100350579993,5,native-overlap閾値1.0のtypewell cluster priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
221,multiobs_mae_sc_ens,multi_observation,2.6,2.6076809620810595,0.007646878896967136,5,multi-scale NCC ensembleのmulti-observation GR照合MAE。
222,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_corr_abs_c40,cluster_prior_confidence,2.4,1.51657508881031,0.00705865744335428,5,K=8近傍の多数派cluster不一致時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
223,crfe_near_md_50_flag,disagreement_enrichment,2.4,3.5777087639996634,0.00705865744335428,5,anchorからMD 50以内なら1。
224,sc_ens_vs_tvt_dense_abs,candidate_disagreement,2.4,1.3416407864998738,0.00705865744335428,5,|multi-scale NCC ensemble TVT − dense spatial ANCC（full-prefix bias） TVT|。
225,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,2.2,1.7888543819998317,0.0064704359897414234,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
226,hyb_minus_last,candidate_path_value,2.2,0.8366600265340756,0.0064704359897414234,5,Beam/NCC hybrid TVT − last_known_tvt。
227,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,2.0,1.5811388300841898,0.005882214536128566,5,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
228,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_corr_abs_c20,cluster_prior_confidence,2.0,1.224744871391589,0.005882214536128566,5,K=8近傍の多数派cluster不一致時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
229,copcf_typewell_native_overlap_0p999_valid_prior,cluster_prior_confidence,2.0,1.224744871391589,0.005882214536128566,5,native-overlap閾値0.999のtypewell cluster priorが計算可能なら1。
230,multiobs_mae_hyb,multi_observation,2.0,2.5495097567963922,0.005882214536128566,5,Beam/NCC hybridのmulti-observation GR照合MAE。
231,sc_ens_vs_tvt_densew_abs,candidate_disagreement,2.0,2.345207879911715,0.005882214536128566,5,|multi-scale NCC ensemble TVT − dense spatial ANCC（prefix加重bias） TVT|。
232,copcf_spatial_xy_only_k8_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,1.8,1.3038404810405297,0.00529399308251571,5,XY距離だけを使うK=8 spatial priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
233,copcf_typewell_native_overlap_0p999_nearest_other_closer_corr_abs_c20,cluster_prior_confidence,1.8,0.8366600265340756,0.00529399308251571,5,別clusterの方が近い時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
234,candidate_is_geometry_family,candidate_identity_or_context,1.6,1.3416407864998738,0.004705771628902853,5,対象候補がexp226 geometry候補なら1。
235,copcf_cluster_feature_valid,cluster_prior_confidence,1.6,1.140175425099138,0.004705771628902853,5,cluster/outlier診断が計算可能なら1。
236,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,1.6,1.3416407864998738,0.004705771628902853,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
237,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,1.4,1.140175425099138,0.004117550175289996,5,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
238,candidate_is_pfbeam_family,candidate_identity_or_context,1.2,2.16794833886788,0.00352932872167714,5,対象候補がPF/Beam系なら1。
239,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,1.2,1.3038404810405297,0.00352932872167714,5,native-overlap閾値0.999のtypewell cluster priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
240,copcf_typewell_native_overlap_0p999_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,1.2,0.8366600265340756,0.00352932872167714,5,所属cluster距離z-score>2時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
241,copcf_typewell_native_overlap_0p999_std_x_candidate,cluster_prior_confidence,1.2,1.7888543819998317,0.00352932872167714,5,native-overlap閾値0.999のtypewell cluster priorの標準偏差をcandidate-long各行へ複製した列。積ではない。
242,copcf_typewell_native_overlap_1_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,1.2,0.8366600265340756,0.00352932872167714,5,native-overlap閾値1.0のtypewell cluster priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
243,copcf_gate_nearest_other_closer,cluster_prior_confidence,1.0,0.7071067811865476,0.002941107268064283,5,別clusterの方が近いgate flag。
244,copcf_spatial_xy_only_k8_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,1.0,0.7071067811865476,0.002941107268064283,5,XY距離だけを使うK=8 spatial priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
245,copcf_typewell_native_overlap_0p999_neighbor_wells_x_candidate,cluster_prior_confidence,1.0,1.0,0.002941107268064283,5,native-overlap閾値0.999のtypewell cluster priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
246,copcf_well_gate_ratio_nearby_majority_diff_k8,cluster_prior_confidence,1.0,1.224744871391589,0.002941107268064283,5,well内で近傍多数派不一致gateが有効な行の比率。
247,multiobs_score_beam_mean,multi_observation,1.0,1.224744871391589,0.002941107268064283,5,複数Beam path平均のmulti-observation GR一致score。
248,multiobs_score_sc_ens,multi_observation,1.0,1.4142135623730951,0.002941107268064283,5,multi-scale NCC ensembleのmulti-observation GR一致score。
249,candidate_multiobs_ncc,multi_observation,0.8,1.3038404810405297,0.0023528858144514263,5,対象候補自身のmulti-observation GR照合NCC。
250,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.8,0.4472135954999579,0.0023528858144514263,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
251,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.8,1.3038404810405297,0.0023528858144514263,5,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
252,multiobs_score_likpf_mean,multi_observation,0.8,0.8366600265340756,0.0023528858144514263,5,likelihood-weighted PF平均のmulti-observation GR一致score。
253,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,0.6,0.5477225575051662,0.00176466436083857,5,native-overlap閾値0.999のtypewell cluster priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
254,copcf_typewell_native_overlap_0p999_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,0.6,0.8944271909999159,0.00176466436083857,5,native-overlap閾値0.999のtypewell cluster priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
255,copcf_typewell_native_overlap_0p999_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,0.6,0.8944271909999159,0.00176466436083857,5,所属cluster距離z-score>2時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
256,copcf_typewell_native_overlap_0p999_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,0.6,0.5477225575051661,0.00176466436083857,5,native-overlap閾値0.999のtypewell cluster priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
257,copcf_typewell_native_overlap_1_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.6,0.8944271909999159,0.00176466436083857,5,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
258,copcf_gate_own_z_gt2p0,cluster_prior_confidence,0.4,0.5477225575051661,0.0011764429072257132,5,所属cluster距離z-score>2のgate flag。
259,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,0.4,0.5477225575051661,0.0011764429072257132,5,native-overlap閾値0.999のtypewell cluster priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
260,copcf_typewell_native_overlap_0p999_count_x_candidate,cluster_prior_confidence,0.4,0.8944271909999159,0.0011764429072257132,5,native-overlap閾値0.999のtypewell cluster priorのsource数をcandidate-long各行へ複製した列。積ではない。
261,copcf_typewell_native_overlap_1_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.4,0.5477225575051661,0.0011764429072257132,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
262,multiobs_score_mean,multi_observation,0.4,0.5477225575051662,0.0011764429072257132,5,候補bankのmulti-observation GR一致score平均。
263,multiobs_score_pf_ancc,multi_observation,0.4,0.5477225575051661,0.0011764429072257132,5,ANCC PFのmulti-observation GR一致score。
264,multiobs_top1_mae,multi_observation,0.4,0.8944271909999159,0.0011764429072257132,5,multi-observation score最上位候補のGR照合MAE。
265,copcf_any_configured_gate,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,設定済みcluster/outlier gateのいずれかが有効なら1。
266,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
267,copcf_spatial_xy_only_k8_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
268,copcf_spatial_xy_only_k8_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.2,0.4472135954999579,0.0005882214536128566,5,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
269,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.2,0.4472135954999579,0.0005882214536128566,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
270,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
271,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.2,0.4472135954999579,0.0005882214536128566,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
272,copcf_typewell_native_overlap_1_valid_prior,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,native-overlap閾値1.0のtypewell cluster priorが計算可能なら1。
273,copcf_well_gate_ratio_any_outlier_signal_k8,cluster_prior_confidence,0.2,0.447213595499958,0.0005882214536128566,5,well内でany-outlier gateが有効な行の比率。
274,multiobs_ncc_beam_mean,multi_observation,0.2,0.447213595499958,0.0005882214536128566,5,複数Beam path平均のmulti-observation GR照合NCC。
275,multiobs_score_hyb,multi_observation,0.2,0.4472135954999579,0.0005882214536128566,5,Beam/NCC hybridのmulti-observation GR一致score。
276,multiobs_top1_source_id,multi_observation,0.2,0.447213595499958,0.0005882214536128566,5,multi-observation score最上位候補のsource code。
277,self_gr_valid,self_gr_confidence,0.2,0.447213595499958,0.0005882214536128566,5,Self-GR照合が入力条件を満たして有効なら1。
278,copcf_spatial_xy_only_k8_any_outlier_signal_k8_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 20 ftを超えれば1。
279,copcf_spatial_xy_only_k8_any_outlier_signal_k8_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍のいずれかのoutlier signal時のprior−候補差がclip 40 ftを超えれば1。
280,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 20 ftを超えれば1。
281,copcf_spatial_xy_only_k8_neighbor_wells,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離だけを使うK=8 spatial priorを作る近傍well数。
282,copcf_spatial_xy_only_k8_neighbor_wells_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離だけを使うK=8 spatial priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
283,copcf_spatial_xy_only_k8_own_z_gt2p0_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,所属cluster距離z-score>2時のprior−候補差がclip 20 ftを超えれば1。
284,copcf_spatial_xy_only_k8_valid_x_candidate,cluster_prior_confidence,0.0,0.0,0.0,5,XY距離だけを使うK=8 spatial priorのvalid flagをcandidate-long各行へ複製した列。積ではない。
285,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0,0.0,0.0,5,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
286,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_clip_hit_c20,cluster_prior_confidence,0.0,0.0,0.0,5,別clusterの方が近い時のprior−候補差がclip 20 ftを超えれば1。
