combined_rank,feature,family,combined_importance_share_pct,expected_error_rank,expected_error_split_importance,expected_error_share_pct,within10_rank,within10_split_importance,within10_share_pct,description
128,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_corr_abs_c40,cluster_prior_confidence,0.06770716308170838,135,19.4,0.0645693821309227,123,12.0,0.07084494403249406,別clusterの方が近い時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
129,hyb_vs_tvt_dense50_abs,candidate_disagreement,0.06764381294603482,127,22.2,0.07388867439724145,134,10.4,0.06139895149482818,|Beam/NCC hybrid TVT − dense spatial ANCC（prefix末尾50 bias） TVT|。
130,copcf_typewell_native_overlap_1_any_outlier_signal_k8_corr_abs_c40,cluster_prior_confidence,0.0670414993483999,136,19.0,0.06323805466430574,124,12.0,0.07084494403249406,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
131,copcf_spatial_xy_only_k8_nearest_other_closer_corr_abs_c40,cluster_prior_confidence,0.06697814921272632,128,21.8,0.07255734693062448,132,10.4,0.06139895149482818,別clusterの方が近い時にXY距離だけを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
132,hyb_vs_tvt_densew_abs,candidate_disagreement,0.06606688187649877,119,24.8,0.08254230293025171,142,8.4,0.04959146082274584,|Beam/NCC hybrid TVT − dense spatial ANCC（prefix加重bias） TVT|。
133,likpf_mean_vs_sc_ens_abs,candidate_disagreement,0.06466026521017744,122,23.6,0.07854832053040081,141,8.6,0.050772209889954074,|likelihood-weighted PF平均 TVT − multi-scale NCC ensemble TVT|。
134,copcf_typewell_native_overlap_1_nearest_other_closer_corr_abs_c40,cluster_prior_confidence,0.06294055268100787,140,17.6,0.058578408531146375,128,11.4,0.06730269683086935,別clusterの方が近い時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
135,pf_ancc_vs_hyb_abs,candidate_disagreement,0.06238185321524053,142,16.2,0.053918762397987,126,12.0,0.07084494403249406,|ANCC PF TVT − Beam/NCC hybrid TVT|。
136,copcf_typewell_native_overlap_1_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,0.06217986374418903,132,21.4,0.07122601946400751,139,9.0,0.05313370802437054,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
137,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,0.06106246481265436,137,18.6,0.061906727197688784,135,10.2,0.06021820242761994,K=8近傍のいずれかのoutlier signal時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
138,copcf_nearby_majority_share_k8,cluster_prior_confidence,0.059536944814761086,146,15.2,0.05059044373144459,127,11.6,0.06848344589807759,近傍8 wellの多数派cluster比率。
139,pf_ancc_vs_sc_ens_abs,candidate_disagreement,0.058839606013615826,143,16.2,0.053918762397987,131,10.8,0.06376044962924465,|ANCC PF TVT − multi-scale NCC ensemble TVT|。
140,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_corr_abs_c20,cluster_prior_confidence,0.05836813481158365,138,18.4,0.06124106346438029,137,9.4,0.05549520615878701,K=8近傍の多数派cluster不一致時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
141,multiobs_mae_pf_ancc,multi_observation,0.05744492841132529,139,18.2,0.060575399731071816,138,9.2,0.05431445709157877,ANCC PFのmulti-observation GR照合MAE。
142,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_corr_abs_c40,cluster_prior_confidence,0.057326025079753345,145,16.0,0.05325309866467852,133,10.4,0.06139895149482818,K=8近傍の多数派cluster不一致時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
143,copcf_spatial_xy_only_k8_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,0.056101661880677535,149,14.2,0.04726212506490218,130,11.0,0.06494119869645289,所属cluster距離z-score>2時にXY距離だけを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
144,sc_ens_vs_tvt_dense_abs,candidate_disagreement,0.053399534939831635,129,21.8,0.07255734693062448,151,5.8,0.034241722949038794,|multi-scale NCC ensemble TVT − dense spatial ANCC（full-prefix bias） TVT|。
145,sc_ens_vs_hyb_abs,candidate_disagreement,0.05324895654042291,133,21.0,0.06989469199739055,148,6.2,0.03660322108345526,|multi-scale NCC ensemble TVT − Beam/NCC hybrid TVT|。
146,copcf_nearby_majority_diff_k12,cluster_prior_confidence,0.04906078160929571,144,16.0,0.05325309866467852,145,7.6,0.044868464553912905,近傍12 wellの多数派clusterが自身の割当clusterと異なれば1。
147,copcf_spatial_xy_only_k8_count_x_candidate,cluster_prior_confidence,0.0453243418763947,150,13.4,0.04459947013166826,144,7.8,0.04604921362112114,XY距離だけを使うK=8 spatial priorのsource数をcandidate-long各行へ複製した列。積ではない。
148,beam_mean_vs_hyb_abs,candidate_disagreement,0.04200796227388309,147,14.6,0.04859345253151915,150,6.0,0.03542247201624703,|複数Beam path平均 TVT − Beam/NCC hybrid TVT|。
149,sc_ens_vs_tvt_densew_abs,candidate_disagreement,0.04102140573795116,141,17.2,0.05724708106452941,161,4.2,0.02479573041137292,|multi-scale NCC ensemble TVT − dense spatial ANCC（prefix加重bias） TVT|。
150,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,0.040846949210480835,156,10.0,0.033283186665424076,143,8.2,0.0484107117555376,所属cluster距離z-score>2時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
151,copcf_typewell_native_overlap_1_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,0.03697187014220189,157,9.8,0.032617522932115596,146,7.0,0.0413262173522882,native-overlap閾値1.0のtypewell cluster priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
152,sc_ens_vs_tvt_dense50_abs,candidate_disagreement,0.036361759604791793,148,14.4,0.04792778879821066,160,4.2,0.02479573041137292,|multi-scale NCC ensemble TVT − dense spatial ANCC（prefix末尾50 bias） TVT|。
153,self_gr_quality,self_gr_confidence,0.03391303320664016,152,10.8,0.035945841598658,154,5.4,0.03188022481462233,同一horizontal内Self-GR motif照合の品質score。
154,view_candidate_std,raw_test_view_context,0.032732284139431925,153,10.8,0.035945841598658,155,5.0,0.029518726680205856,raw-test viewで利用可能な候補TVTの標準偏差。
155,beam_mean_vs_sc_ens_abs,candidate_disagreement,0.03026382173747431,151,11.8,0.039274160265200406,163,3.6,0.021253483209748215,|複数Beam path平均 TVT − multi-scale NCC ensemble TVT|。
156,copcf_typewell_native_overlap_1_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,0.029919050806789273,163,8.4,0.02795787679895622,153,5.4,0.03188022481462233,所属cluster距離z-score>2時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
157,copcf_typewell_native_overlap_1_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,0.029479254672593883,159,9.2,0.030620531732190145,157,4.8,0.02833797761299762,native-overlap閾値1.0のtypewell cluster priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
158,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,0.029253387073480793,164,8.0,0.02662654933233926,152,5.4,0.03188022481462233,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
159,view_candidate_mean,raw_test_view_context,0.028619398408009096,168,6.2,0.020635575732562927,149,6.2,0.03660322108345526,raw-test viewで利用可能な候補TVTの平均。
160,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,0.028266830537548866,154,10.6,0.03528017786534952,165,3.6,0.021253483209748215,所属cluster距離z-score>2時にXY距離とtrajectory shapeを使うK=8 spatial priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
161,copcf_nearby_majority_share_k5,cluster_prior_confidence,0.026602671204277662,158,9.6,0.03195185919880711,164,3.6,0.021253483209748215,近傍5 wellの多数派cluster比率。
162,copcf_typewell_native_overlap_1_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,0.025227729605793118,165,7.0,0.02329823066579685,158,4.6,0.027157228545789384,所属cluster距離z-score>2時にnative-overlap閾値1.0のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
163,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,0.023971691338880524,167,6.6,0.021966903199179887,159,4.4,0.025976479478581158,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
164,copcf_typewell_native_overlap_1_std_x_candidate,cluster_prior_confidence,0.02345660600498077,166,7.0,0.02329823066579685,162,4.0,0.023614981344164686,native-overlap閾値1.0のtypewell cluster priorの標準偏差をcandidate-long各行へ複製した列。積ではない。
165,copcf_nearby_majority_diff_k8,cluster_prior_confidence,0.023424930937143984,161,8.4,0.02795787679895622,167,3.2,0.018891985075331748,近傍8 wellの多数派clusterが自身の割当clusterと異なれば1。
166,copcf_nearest_other_closer,cluster_prior_confidence,0.02282261733950907,174,5.2,0.01730725706602052,156,4.8,0.02833797761299762,最も近い別clusterが割当先clusterより近ければ1。
167,copcf_typewell_native_overlap_1_neighbor_wells_x_candidate,cluster_prior_confidence,0.021986639202985873,160,8.6,0.028623540532264704,171,2.6,0.015349737873707045,native-overlap閾値1.0のtypewell cluster priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
168,candidate_multiobs_score,multi_observation,0.01992629786738686,155,10.2,0.03394885039873255,200,1.0,0.005903745336041172,対象候補自身のmulti-observation GR一致score。
169,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,0.019292309201915166,162,8.4,0.02795787679895622,179,1.8,0.010626741604874108,XY距離だけを使うK=8 spatial priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
170,copcf_typewell_native_overlap_1_count_x_candidate,cluster_prior_confidence,0.017326993069826505,170,5.8,0.019304248265945963,170,2.6,0.015349737873707045,native-overlap閾値1.0のtypewell cluster priorのsource数をcandidate-long各行へ複製した列。積ではない。
171,copcf_spatial_xy_only_k8_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,0.016403786669568148,172,5.6,0.018638584532637482,173,2.4,0.01416898880649881,XY距離だけを使うK=8 spatial priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
172,copcf_spatial_xy_only_k8_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,0.016177919070455054,177,4.4,0.014644602132786594,168,3.0,0.017711236008123514,XY距離だけを使うK=8 spatial priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
173,copcf_typewell_native_overlap_1_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,0.01614624400261827,171,5.8,0.019304248265945963,175,2.2,0.012988239739290579,native-overlap閾値1.0のtypewell cluster priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
174,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,0.015888701335668394,169,6.0,0.019969911999254443,177,2.0,0.011807490672082343,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
175,candidate_is_pfbeam_family,candidate_identity_or_context,0.015436966137442207,181,3.6,0.011981947199552666,166,3.2,0.018891985075331748,対象候補がPF/Beam系なら1。
176,copcf_spatial_xy_plus_trajectory_shape_k8_count_x_candidate,cluster_prior_confidence,0.014331506269938336,178,4.0,0.01331327466616963,169,2.6,0.015349737873707045,XY距離とtrajectory shapeを使うK=8 spatial priorのsource数をcandidate-long各行へ複製した列。積ではない。
177,copcf_gate_any_outlier_signal_k8,cluster_prior_confidence,0.01340829986967998,179,3.8,0.012647610932861148,172,2.4,0.01416898880649881,K=8 outlier signalの総合gate flag。
178,multiobs_score_mean,multi_observation,0.012861539467943444,173,5.6,0.018638584532637482,198,1.2,0.007084494403249405,候補bankのmulti-observation GR一致score平均。
179,multiobs_top1_mae,multi_observation,0.012742636136371499,187,3.4,0.011316283466244186,174,2.4,0.01416898880649881,multi-observation score最上位候補のGR照合MAE。
180,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,0.011894718935817505,183,3.6,0.011981947199552666,178,2.0,0.011807490672082343,native-overlap閾値1.0のtypewell cluster priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
181,multiobs_mae_hyb,multi_observation,0.010971512535559147,185,3.4,0.011316283466244186,183,1.8,0.010626741604874108,Beam/NCC hybridのmulti-observation GR照合MAE。
182,copcf_typewell_native_overlap_1_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,0.01071396986860927,182,3.6,0.011981947199552666,186,1.6,0.009445992537665874,native-overlap閾値1.0のtypewell cluster priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
183,view_candidate_range,raw_test_view_context,0.010607005601068122,176,4.6,0.015310265866095072,204,1.0,0.005903745336041172,raw-test viewで利用可能な候補TVTの最大−最小。
184,copcf_gate_nearby_majority_diff_k8,cluster_prior_confidence,0.010563391469200541,195,2.8,0.009319292266318741,176,2.0,0.011807490672082343,K=8近傍多数派不一致のgate flag。
185,copcf_spatial_xy_only_k8_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,0.010456427201659395,180,3.8,0.012647610932861148,189,1.4,0.00826524347045764,XY距離だけを使うK=8 spatial priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
186,copcf_spatial_xy_only_k8_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,0.01042475213382261,175,5.2,0.01730725706602052,208,0.6,0.0035422472016247027,XY距離だけを使うK=8 spatial priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
187,copcf_typewell_native_overlap_0p999_nearest_other_closer_corr_abs_c40,cluster_prior_confidence,0.009973016935596424,196,2.8,0.009319292266318741,181,1.8,0.010626741604874108,別clusterの方が近い時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
188,multiobs_score_max,multi_observation,0.009715474268646548,194,3.0,0.009984955999627221,187,1.6,0.009445992537665874,候補bankのmulti-observation GR一致score最大値。
189,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,0.009457931601696671,188,3.2,0.010650619732935704,191,1.4,0.00826524347045764,XY距離とtrajectory shapeを使うK=8 spatial priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
190,copcf_spatial_xy_plus_trajectory_shape_k8_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,0.009307353202287942,197,2.4,0.007987964799701777,180,1.8,0.010626741604874108,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
191,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,0.00912509973504243,192,3.0,0.009984955999627221,190,1.4,0.00826524347045764,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
192,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_corr_abs_c40,cluster_prior_confidence,0.00912509973504243,193,3.0,0.009984955999627221,193,1.4,0.00826524347045764,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
193,copcf_typewell_native_overlap_1_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,0.008974521335633702,200,2.2,0.007322301066393297,182,1.8,0.010626741604874108,native-overlap閾値1.0のtypewell cluster priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
194,copcf_spatial_xy_only_k8_nearby_majority_diff_k8_gate_x_candidate,cluster_prior_confidence,0.008384146802029585,198,2.2,0.007322301066393297,184,1.6,0.009445992537665874,XY距離だけを使うK=8 spatial priorが有効かつK=8近傍の多数派cluster不一致なら1。candidate-long行へ複製するgate。
195,multiobs_score_beam_mean,multi_observation,0.00801963986753856,186,3.4,0.011316283466244186,205,0.8,0.004722996268832937,複数Beam path平均のmulti-observation GR一致score。
196,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_corr_abs_c20,cluster_prior_confidence,0.0077937722684254685,199,2.2,0.007322301066393297,192,1.4,0.00826524347045764,K=8近傍のいずれかのoutlier signal時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
197,multiobs_score_pf_ancc,multi_observation,0.007171722666984567,184,3.6,0.011981947199552666,224,0.4,0.0023614981344164685,ANCC PFのmulti-observation GR一致score。
198,copcf_cluster_feature_valid,cluster_prior_confidence,0.006795276668462746,205,1.6,0.005325309866467852,188,1.4,0.00826524347045764,cluster/outlier診断が計算可能なら1。
199,multiobs_mae_sc_ens,multi_observation,0.006795276668462746,207,1.6,0.005325309866467852,194,1.4,0.00826524347045764,multi-scale NCC ensembleのmulti-observation GR照合MAE。
200,copcf_spatial_xy_only_k8_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,0.006763601600625962,191,3.0,0.009984955999627221,207,0.6,0.0035422472016247027,XY距離だけを使うK=8 spatial priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
201,copcf_typewell_native_overlap_0p999_valid_prior,cluster_prior_confidence,0.006506058933676086,189,3.2,0.010650619732935704,218,0.4,0.0023614981344164685,native-overlap閾値0.999のtypewell cluster priorが計算可能なら1。
202,copcf_typewell_native_overlap_0p999_nearest_other_closer_corr_abs_c20,cluster_prior_confidence,0.0060543237354499,222,0.8,0.002662654933233926,185,1.6,0.009445992537665874,別clusterの方が近い時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
203,candidate_is_geometry_family,candidate_identity_or_context,0.005947359467908753,202,1.8,0.005990973599776333,199,1.0,0.005903745336041172,対象候補がexp226 geometry候補なら1。
204,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_corr_abs_c40,cluster_prior_confidence,0.005947359467908753,204,1.8,0.005990973599776333,203,1.0,0.005903745336041172,K=8近傍の多数派cluster不一致時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
205,copcf_spatial_xy_plus_trajectory_shape_k8_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,0.005614527601254512,206,1.6,0.005325309866467852,201,1.0,0.005903745336041172,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
206,multiobs_ncc_beam_mean,multi_observation,0.005325309866467852,190,3.2,0.010650619732935704,289,0.0,0.0,複数Beam path平均のmulti-observation GR照合NCC。
207,copcf_typewell_native_overlap_1_nearest_other_closer_gate_x_candidate,cluster_prior_confidence,0.0052064065348959064,218,1.0,0.0033283186665424075,197,1.2,0.007084494403249405,native-overlap閾値1.0のtypewell cluster priorが有効かつ別clusterの方が近いなら1。candidate-long行へ複製するgate。
208,multiobs_score_sc_ens,multi_observation,0.005131117335191542,232,0.6,0.0019969911999254443,195,1.4,0.00826524347045764,multi-scale NCC ensembleのmulti-observation GR一致score。
209,multiobs_score_likpf_mean,multi_observation,0.004841899600404882,201,2.2,0.007322301066393297,223,0.4,0.0023614981344164685,likelihood-weighted PF平均のmulti-observation GR一致score。
210,copcf_spatial_xy_only_k8_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,0.004540742801587425,227,0.6,0.0019969911999254443,196,1.2,0.007084494403249405,XY距離だけを使うK=8 spatial priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
211,candidate_score_gap_from_view_best,raw_test_view_context,0.0041762358670964,203,1.8,0.005990973599776333,212,0.4,0.0023614981344164685,view内best multi-observation score − 対象候補score。
212,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_corr_abs_c20,cluster_prior_confidence,0.003950368267983308,229,0.6,0.0019969911999254443,202,1.0,0.005903745336041172,K=8近傍の多数派cluster不一致時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
213,copcf_spatial_xy_plus_trajectory_shape_k8_any_outlier_signal_k8_gate_x_candidate,cluster_prior_confidence,0.003435282934083555,216,1.0,0.0033283186665424075,209,0.6,0.0035422472016247027,XY距離とtrajectory shapeを使うK=8 spatial priorが有効かつK=8近傍のいずれかのoutlier signalなら1。candidate-long行へ複製するgate。
214,copcf_typewell_native_overlap_0p999_nearest_other_closer_gate_x_dense_family,cluster_prior_confidence,0.0031777402671336785,209,1.2,0.003993982399850889,214,0.4,0.0023614981344164685,native-overlap閾値0.999のtypewell cluster priorが有効、別clusterの方が近い、かつ対象候補がdense familyなら1。
215,view_candidate_std_safe,raw_test_view_context,0.0031777402671336785,213,1.2,0.003993982399850889,225,0.4,0.0023614981344164685,candidate z-score用に下限を置いたview内候補標準偏差。
216,multiobs_ncc_pf_ancc,multi_observation,0.0031024510674293143,224,0.8,0.002662654933233926,211,0.6,0.0035422472016247027,ANCC PFのmulti-observation GR照合NCC。
217,multiobs_score_hyb,multi_observation,0.00302716186772495,242,0.4,0.001331327466616963,206,0.8,0.004722996268832937,Beam/NCC hybridのmulti-observation GR一致score。
218,copcf_typewell_native_overlap_1_own_z_gt2p0_gate_x_candidate,cluster_prior_confidence,0.002587365733529561,210,1.2,0.003993982399850889,234,0.2,0.0011807490672082342,native-overlap閾値1.0のtypewell cluster priorが有効かつ所属cluster距離z-score>2なら1。candidate-long行へ複製するgate。
219,multiobs_score_gap,multi_observation,0.002587365733529561,211,1.2,0.003993982399850889,236,0.2,0.0011807490672082342,multi-observation GR一致scoreの1位−2位差。
220,self_gr_typewell_agreement,self_gr_confidence,0.002587365733529561,212,1.2,0.003993982399850889,238,0.2,0.0011807490672082342,Self-GR観測とtypewell観測の整合度。
221,copcf_typewell_native_overlap_0p999_any_outlier_signal_k8_gate_x_dense_family,cluster_prior_confidence,0.002512076533825197,220,0.8,0.002662654933233926,213,0.4,0.0023614981344164685,native-overlap閾値0.999のtypewell cluster priorが有効、K=8近傍のいずれかのoutlier signal、かつ対象候補がdense familyなら1。
222,copcf_spatial_xy_plus_trajectory_shape_k8_nearby_majority_diff_k8_clip_hit_c40,cluster_prior_confidence,0.0024367873341208327,237,0.4,0.001331327466616963,210,0.6,0.0035422472016247027,K=8近傍の多数派cluster不一致時のprior−候補差がclip 40 ftを超えれば1。
223,copcf_spatial_xy_plus_trajectory_shape_k8_valid_prior,cluster_prior_confidence,0.0023298230665796853,208,1.4,0.004659646133159371,261,0.0,0.0,XY距離とtrajectory shapeを使うK=8 spatial priorが計算可能なら1。
224,candidate_multiobs_ncc,multi_observation,0.002254533866875321,214,1.0,0.0033283186665424075,226,0.2,0.0011807490672082342,対象候補自身のmulti-observation GR照合NCC。
225,copcf_gate_own_z_gt2p0,cluster_prior_confidence,0.002254533866875321,215,1.0,0.0033283186665424075,228,0.2,0.0011807490672082342,所属cluster距離z-score>2のgate flag。
226,copcf_typewell_native_overlap_0p999_std_x_candidate,cluster_prior_confidence,0.0021792446671709564,230,0.6,0.0019969911999254443,217,0.4,0.0023614981344164685,native-overlap閾値0.999のtypewell cluster priorの標準偏差をcandidate-long各行へ複製した列。積ではない。
227,multiobs_ncc_likpf_mean,multi_observation,0.0021792446671709564,231,0.6,0.0019969911999254443,221,0.4,0.0023614981344164685,likelihood-weighted PF平均のmulti-observation GR照合NCC。
228,copcf_gate_nearest_other_closer,cluster_prior_confidence,0.00192170200022108,219,0.8,0.002662654933233926,227,0.2,0.0011807490672082342,別clusterの方が近いgate flag。
229,copcf_typewell_native_overlap_0p999_nearby_majority_diff_k8_gate_x_dense_family,cluster_prior_confidence,0.00192170200022108,221,0.8,0.002662654933233926,231,0.2,0.0011807490672082342,native-overlap閾値0.999のtypewell cluster priorが有効、K=8近傍の多数派cluster不一致、かつ対象候補がdense familyなら1。
230,copcf_typewell_native_overlap_0p999_own_z_gt2p0_corr_abs_c20,cluster_prior_confidence,0.00192170200022108,223,0.8,0.002662654933233926,232,0.2,0.0011807490672082342,所属cluster距離z-score>2時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 20 ft）。
231,self_gr_valid,self_gr_confidence,0.00192170200022108,225,0.8,0.002662654933233926,239,0.2,0.0011807490672082342,Self-GR照合が入力条件を満たして有効なら1。
232,copcf_typewell_native_overlap_0p999_own_z_gt2p0_corr_abs_c40,cluster_prior_confidence,0.0018464128005167158,238,0.4,0.001331327466616963,216,0.4,0.0023614981344164685,所属cluster距離z-score>2時にnative-overlap閾値0.999のtypewell cluster priorへ寄せる仮想補正量の絶対値（clip 40 ft）。
233,copcf_well_gate_ratio_any_outlier_signal_k8,cluster_prior_confidence,0.0018464128005167158,240,0.4,0.001331327466616963,219,0.4,0.0023614981344164685,well内でany-outlier gateが有効な行の比率。
234,copcf_typewell_native_overlap_0p999_count_x_candidate,cluster_prior_confidence,0.0016641593332712037,217,1.0,0.0033283186665424075,266,0.0,0.0,native-overlap閾値0.999のtypewell cluster priorのsource数をcandidate-long各行へ複製した列。積ではない。
235,copcf_typewell_native_overlap_0p999_neighbor_wells_x_candidate,cluster_prior_confidence,0.001513580933862475,250,0.2,0.0006656637333084815,215,0.4,0.0023614981344164685,native-overlap閾値0.999のtypewell cluster priorの近傍well数をcandidate-long各行へ複製した列。積ではない。
236,multiobs_ncc_sc_ens,multi_observation,0.001513580933862475,257,0.2,0.0006656637333084815,222,0.4,0.0023614981344164685,multi-scale NCC ensembleのmulti-observation GR照合NCC。
237,copcf_spatial_xy_only_k8_own_z_gt2p0_clip_hit_c40,cluster_prior_confidence,0.0012560382669125985,236,0.4,0.001331327466616963,230,0.2,0.0011807490672082342,所属cluster距離z-score>2時のprior−候補差がclip 40 ftを超えれば1。
238,copcf_typewell_native_overlap_0p999_own_z_gt2p0_gate_x_dense_family,cluster_prior_confidence,0.0012560382669125985,239,0.4,0.001331327466616963,233,0.2,0.0011807490672082342,native-overlap閾値0.999のtypewell cluster priorが有効、所属cluster距離z-score>2、かつ対象候補がdense familyなら1。
239,view_score_best,raw_test_view_context,0.0012560382669125985,243,0.4,0.001331327466616963,240,0.2,0.0011807490672082342,raw-test viewで利用可能な候補のmulti-observation score最大値。
240,copcf_well_gate_ratio_nearby_majority_diff_k8,cluster_prior_confidence,0.0011807490672082342,289,0.0,0.0,220,0.4,0.0023614981344164685,well内で近傍多数派不一致gateが有効な行の比率。
241,copcf_spatial_xy_only_k8_nearest_other_closer_clip_hit_c40,cluster_prior_confidence,0.0009984955999627221,226,0.6,0.0019969911999254443,246,0.0,0.0,別clusterの方が近い時のprior−候補差がclip 40 ftを超えれば1。
242,copcf_spatial_xy_only_k8_valid_prior,cluster_prior_confidence,0.0009984955999627221,228,0.6,0.0019969911999254443,250,0.0,0.0,XY距離だけを使うK=8 spatial priorが計算可能なら1。
